,Ne,length,sample_size,recombination_rate,mutation_rate,error_param,output_frequency,output_after_generations,tool,averaging,polytomies,rooting,metric,treedist_mean,treedist_se
1500,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,200,fastARG,per site,retained,rooted,KC,21.645808236941754,0.5246395509668086
1501,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,200,fastARG,per site,retained,rooted,RF,16.81976554588176,0.3476098130804908
1503,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,200,fastARG,per site,retained,unrooted,RF,14.29578014127556,0.3625987791353822
1504,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,200,fastARG,per site,retained,unrooted,SPR,3.624064223997109,0.10003297648524835
1505,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,200,fastARG,per site,retained,unrooted,path,22.424185724937306,0.4531199629879209
1507,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,200,tsinfer,per site,broken,rooted,KC,15.789687067257212,0.507885787315578
1508,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,200,tsinfer,per site,broken,rooted,RF,13.903556811881794,0.39799431410573044
1510,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,200,tsinfer,per site,broken,unrooted,RF,12.66018428959225,0.3870113929643649
1511,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,200,tsinfer,per site,broken,unrooted,SPR,3.2138721006508395,0.09819678626324611
1512,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,200,tsinfer,per site,broken,unrooted,path,19.6139199031678,0.500587153345942
1514,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,200,tsinfer,per site,retained,rooted,KC,13.257315528623712,0.4506645832694971
1518,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,200,tsinfer,per site,retained,unrooted,SPR,2.265682599157876,0.6950081058777617
1519,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,200,tsinfer,per site,retained,unrooted,path,22.47607695097263,0.6446464654927765
1521,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,ARGweaver,per site,retained,rooted,KC,17.862216613661268,0.5759667674109987
1522,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,ARGweaver,per site,retained,rooted,RF,10.442892839999999,0.35861662289947016
1524,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,ARGweaver,per site,retained,unrooted,RF,7.621189200000001,0.36489270894673703
1525,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,ARGweaver,per site,retained,unrooted,SPR,2.0873765510143056,0.08981811768267993
1526,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,ARGweaver,per site,retained,unrooted,path,14.559742989244217,0.5158937665262084
1528,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,RentPlus,per site,retained,rooted,KC,17.910069826329664,0.37874507902392734
1529,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,RentPlus,per site,retained,rooted,RF,11.917115599999997,0.34539744306844133
1530,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,RentPlus,per site,retained,unrooted,RF,9.992715000000002,0.34933736914934205
1531,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,RentPlus,per site,retained,unrooted,SPR,2.631065986278079,0.08690621506392844
1532,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,RentPlus,per site,retained,unrooted,path,17.98688411592027,0.46461349906365723
1533,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,fastARG,per site,retained,rooted,KC,21.117006294627622,0.5132849474619252
1534,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,fastARG,per site,retained,rooted,RF,15.447597568817095,0.3016277936502618
1536,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,fastARG,per site,retained,unrooted,RF,12.807013824805793,0.3194457743500368
1537,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,fastARG,per site,retained,unrooted,SPR,3.3618947739110006,0.0764231207576074
1538,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,fastARG,per site,retained,unrooted,path,20.905213970080222,0.43459388768332097
1540,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,tsinfer,per site,broken,rooted,KC,15.686479956635814,0.453311283396407
1541,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,tsinfer,per site,broken,rooted,RF,11.978210453010327,0.3534575810762619
1543,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,tsinfer,per site,broken,unrooted,RF,10.44565181814825,0.3466279532318356
1544,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,tsinfer,per site,broken,unrooted,SPR,2.731817733376187,0.08463606274204856
1545,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,tsinfer,per site,broken,unrooted,path,17.587774485511893,0.44017671233727046
1547,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,tsinfer,per site,retained,rooted,KC,13.446191139351013,0.47801927269989775
1551,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,tsinfer,per site,retained,unrooted,SPR,2.153917076512723,0.1401170972669203
1552,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,1.0,1000,tsinfer,per site,retained,unrooted,path,18.466331359802563,0.5623853643902433
1554,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,ARGweaver,per site,retained,rooted,KC,2.5258117655228713,0.21224748135829197
1555,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,ARGweaver,per site,retained,rooted,RF,0.7062815599999999,0.13195269217946365
1557,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,ARGweaver,per site,retained,unrooted,RF,0.4197919600000001,0.1255454847941995
1558,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,ARGweaver,per site,retained,unrooted,SPR,0.14431620408163268,0.03440214549231592
1559,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,ARGweaver,per site,retained,unrooted,path,1.1851558071031456,0.3290075216903614
1561,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,RentPlus,per site,retained,rooted,KC,3.462298271396512,0.22255348119735033
1562,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,RentPlus,per site,retained,rooted,RF,1.161374,0.13179019669125003
1563,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,RentPlus,per site,retained,unrooted,RF,0.49936480000000005,0.13188884242955257
1564,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,RentPlus,per site,retained,unrooted,SPR,0.16886816326530615,0.03288511057076052
1565,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,RentPlus,per site,retained,unrooted,path,1.5459187189636083,0.4386924574369339
1566,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,fastARG,per site,retained,rooted,KC,11.22467355058111,0.3620046085142365
1567,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,fastARG,per site,retained,rooted,RF,3.399745208372798,0.16291232785184942
1569,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,fastARG,per site,retained,unrooted,RF,0.5831594384168826,0.12998369079688737
1570,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,fastARG,per site,retained,unrooted,SPR,0.21477161036835335,0.04047241183693071
1571,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,fastARG,per site,retained,unrooted,path,1.6725784264699173,0.3443882098810249
1573,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,tsinfer,per site,broken,rooted,KC,0.8890845659192883,0.1521051340471917
1574,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,tsinfer,per site,broken,rooted,RF,0.5626061117541545,0.11656581326210048
1576,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,tsinfer,per site,broken,unrooted,RF,0.515896622608103,0.11628445734397493
1577,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,tsinfer,per site,broken,unrooted,SPR,0.19571737796483393,0.03587805365944597
1578,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,tsinfer,per site,broken,unrooted,path,1.5006589285664884,0.3312741778088798
1580,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,tsinfer,per site,retained,rooted,KC,0.8169538608132378,0.10215535509047222
1584,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,tsinfer,per site,retained,unrooted,SPR,0.1648739198713259,0.033810198301859745
1585,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.2,0,tsinfer,per site,retained,unrooted,path,1.558627890342393,0.3155770811078111
1587,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,ARGweaver,per site,retained,rooted,KC,2.9796399479874265,0.25399080234603455
1588,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,ARGweaver,per site,retained,rooted,RF,1.2958338800000002,0.1514139273769233
1590,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,ARGweaver,per site,retained,unrooted,RF,1.0062306800000003,0.14507868636066384
1591,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,ARGweaver,per site,retained,unrooted,SPR,0.4250479787234042,0.06334870520799611
1592,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,ARGweaver,per site,retained,unrooted,path,3.02170773462079,0.4321982055544952
1594,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,RentPlus,per site,retained,rooted,KC,3.850012760370934,0.24703805289379566
1595,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,RentPlus,per site,retained,rooted,RF,1.8551843999999997,0.18853512892808974
1596,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,RentPlus,per site,retained,unrooted,RF,1.2626992000000004,0.1779050072525727
1597,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,RentPlus,per site,retained,unrooted,SPR,0.5151140425531914,0.07393810781772202
1598,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,RentPlus,per site,retained,unrooted,path,3.5741544729344583,0.47794784912161253
1599,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,fastARG,per site,retained,rooted,KC,10.988181963968698,0.47189077592372214
1600,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,fastARG,per site,retained,rooted,RF,4.067010870307374,0.26601564165485864
1602,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,fastARG,per site,retained,unrooted,RF,1.4998638308878411,0.2208726314166105
1603,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,fastARG,per site,retained,unrooted,SPR,0.5508576508943043,0.07752249322718288
1604,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,fastARG,per site,retained,unrooted,path,4.177153419465192,0.5728891512078195
1606,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,tsinfer,per site,broken,rooted,KC,1.5504460357106167,0.19444912800066172
1607,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,tsinfer,per site,broken,rooted,RF,1.1223830884595265,0.1545003676042566
1609,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,tsinfer,per site,broken,unrooted,RF,1.0866479411503172,0.15311670984832226
1610,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,tsinfer,per site,broken,unrooted,SPR,0.4509665877011631,0.06520875987951788
1611,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,tsinfer,per site,broken,unrooted,path,3.114516318288831,0.4089156248204932
1613,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,tsinfer,per site,retained,rooted,KC,1.4940068409310214,0.2017475617888097
1617,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,tsinfer,per site,retained,unrooted,SPR,0.2041910469358907,0.05434178016427111
1618,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.5,0,tsinfer,per site,retained,unrooted,path,3.495190527963624,0.5106265489385812
1620,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,ARGweaver,per site,retained,rooted,KC,5.125962102521944,0.595199988017798
1621,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,ARGweaver,per site,retained,rooted,RF,2.3134918800000004,0.24360365896042588
1623,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,ARGweaver,per site,retained,unrooted,RF,2.09738752,0.24605049349337144
1624,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,ARGweaver,per site,retained,unrooted,SPR,0.7874980227272729,0.08888119516757158
1625,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,ARGweaver,per site,retained,unrooted,path,5.769077640605988,0.5634328291396173
1627,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,RentPlus,per site,retained,rooted,KC,6.0569269042589315,0.565232890829722
1628,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,RentPlus,per site,retained,rooted,RF,2.9026120000000004,0.2857501862308033
1629,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,RentPlus,per site,retained,unrooted,RF,2.2712672,0.23083153242226556
1630,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,RentPlus,per site,retained,unrooted,SPR,0.8479352272727272,0.08264016974348101
1631,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,RentPlus,per site,retained,unrooted,path,6.233323249300305,0.5363696722251887
1632,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,fastARG,per site,retained,rooted,KC,13.753152294307256,0.7611158054546632
1633,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,fastARG,per site,retained,rooted,RF,5.685271888390717,0.3721429580040701
1635,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,fastARG,per site,retained,unrooted,RF,2.6131419053542873,0.2845337729536867
1636,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,fastARG,per site,retained,unrooted,SPR,0.8926099590312233,0.08998421202004546
1637,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,fastARG,per site,retained,unrooted,path,7.023784968338983,0.6573751170631806
1639,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,tsinfer,per site,broken,rooted,KC,3.6408942107236073,0.3531116713533675
1640,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,tsinfer,per site,broken,rooted,RF,2.0496154236814617,0.218712084075117
1642,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,tsinfer,per site,broken,unrooted,RF,2.0056188532486976,0.21665883503734407
1643,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,tsinfer,per site,broken,unrooted,SPR,0.7327008576289984,0.06957867996882323
1644,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,tsinfer,per site,broken,unrooted,path,5.5584116242495,0.4828886613290471
1646,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,tsinfer,per site,retained,rooted,KC,3.8458353678897588,0.4467851039148256
1650,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,tsinfer,per site,retained,unrooted,SPR,0.3256257434327586,0.08587049986992248
1651,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.8,0,tsinfer,per site,retained,unrooted,path,6.805184063155547,0.6908978447369636
1653,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,ARGweaver,per site,retained,rooted,KC,17.76588831563405,0.8196070952410721
1654,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,ARGweaver,per site,retained,rooted,RF,6.646995320000003,0.46578756341822225
1656,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,ARGweaver,per site,retained,unrooted,RF,2.940896560000001,0.234670887011914
1657,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,ARGweaver,per site,retained,unrooted,SPR,0.9992126099253055,0.08660697125004563
1658,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,ARGweaver,per site,retained,unrooted,path,7.045035143625995,0.46616699207282924
1660,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,RentPlus,per site,retained,rooted,KC,13.666369212731063,0.47035361738908343
1661,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,RentPlus,per site,retained,rooted,RF,6.293362399999999,0.29819788358336263
1662,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,RentPlus,per site,retained,unrooted,RF,3.7894452000000003,0.2660941245798899
1663,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,RentPlus,per site,retained,unrooted,SPR,1.2866323268398265,0.09404874951933231
1664,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,RentPlus,per site,retained,unrooted,path,8.855684093025229,0.4589610838551895
1665,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,fastARG,per site,retained,rooted,KC,15.729484988142557,0.8471981895568871
1666,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,fastARG,per site,retained,rooted,RF,7.005673351998457,0.40408437587957574
1668,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,fastARG,per site,retained,unrooted,RF,3.668276419099875,0.30414678715727606
1669,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,fastARG,per site,retained,unrooted,SPR,1.23016695502531,0.11176097384028538
1670,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,fastARG,per site,retained,unrooted,path,8.763864882701554,0.5711574311100358
1672,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,tsinfer,per site,broken,rooted,KC,5.45434002584815,0.35896501100297085
1673,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,tsinfer,per site,broken,rooted,RF,3.535246055257243,0.2872321002247347
1675,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,tsinfer,per site,broken,unrooted,RF,3.1845124755683867,0.27142130019729666
1676,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,tsinfer,per site,broken,unrooted,SPR,1.0884919211611261,0.0980417784869332
1677,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,tsinfer,per site,broken,unrooted,path,7.446980335307782,0.4842729388758912
1679,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,tsinfer,per site,retained,rooted,KC,4.9098787544909035,0.4545321766407718
1683,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,tsinfer,per site,retained,unrooted,SPR,0.5665238115993966,0.10332199429811695
1684,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,0,tsinfer,per site,retained,unrooted,path,7.687917278844595,0.6145299616775264
1686,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,ARGweaver,per site,retained,rooted,KC,19.19456073058061,0.8585672421470968
1687,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,ARGweaver,per site,retained,rooted,RF,8.093836520000002,0.41631783928764
1689,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,ARGweaver,per site,retained,unrooted,RF,3.6843957600000006,0.2778045260830136
1690,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,ARGweaver,per site,retained,unrooted,SPR,1.2007520501434488,0.0846267723150345
1691,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,ARGweaver,per site,retained,unrooted,path,8.659908892237885,0.5406774900042561
1693,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,RentPlus,per site,retained,rooted,KC,14.851247879118597,0.5373153176133286
1694,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,RentPlus,per site,retained,rooted,RF,6.987637800000001,0.27876265239063214
1695,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,RentPlus,per site,retained,unrooted,RF,4.378280599999999,0.2522479437818194
1696,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,RentPlus,per site,retained,unrooted,SPR,1.448844857470857,0.08287934066827424
1697,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,RentPlus,per site,retained,unrooted,path,9.934400341213292,0.45271849192743707
1698,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,fastARG,per site,retained,rooted,KC,17.10644627323596,0.9232395719231581
1699,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,fastARG,per site,retained,rooted,RF,8.168676590362333,0.3453583944107393
1701,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,fastARG,per site,retained,unrooted,RF,4.592931918768383,0.29617467432246497
1702,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,fastARG,per site,retained,unrooted,SPR,1.4094010727252595,0.0886850579960514
1703,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,fastARG,per site,retained,unrooted,path,10.009986677009486,0.5324960011546235
1705,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,tsinfer,per site,broken,rooted,KC,6.6057547905836485,0.44872047987556746
1706,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,tsinfer,per site,broken,rooted,RF,4.174161698417626,0.301251828446022
1708,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,tsinfer,per site,broken,unrooted,RF,3.7994910005725204,0.27189949194457647
1709,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,tsinfer,per site,broken,unrooted,SPR,1.2429563462491817,0.08781577540192842
1710,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,tsinfer,per site,broken,unrooted,path,8.52637064040486,0.475696373641706
1712,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,tsinfer,per site,retained,rooted,KC,6.170036739169932,0.4832899731782752
1716,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,tsinfer,per site,retained,unrooted,SPR,0.9720336254378005,0.15297569725087778
1717,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,200,tsinfer,per site,retained,unrooted,path,9.441157629455965,0.5833595381517355
1719,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,ARGweaver,per site,retained,rooted,KC,17.290572876010785,0.5134799982760274
1720,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,ARGweaver,per site,retained,rooted,RF,6.953684320000001,0.26964946120199923
1722,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,ARGweaver,per site,retained,unrooted,RF,3.1437581600000004,0.1803724466460086
1723,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,ARGweaver,per site,retained,unrooted,SPR,0.9764191066830585,0.05373250673498341
1724,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,ARGweaver,per site,retained,unrooted,path,7.595055080068931,0.38028605430384443
1726,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,RentPlus,per site,retained,rooted,KC,13.510488211757263,0.4164497779571392
1727,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,RentPlus,per site,retained,rooted,RF,6.159754800000001,0.22845960075399033
1728,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,RentPlus,per site,retained,unrooted,RF,3.736813800000001,0.19235292135750506
1729,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,RentPlus,per site,retained,unrooted,SPR,1.1714091719330242,0.054377056317196554
1730,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,RentPlus,per site,retained,unrooted,path,8.875234732215693,0.3673510515685248
1731,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,fastARG,per site,retained,rooted,KC,15.961710131564349,0.5502727729189805
1732,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,fastARG,per site,retained,rooted,RF,7.3998595415962996,0.2615537754336233
1734,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,fastARG,per site,retained,unrooted,RF,4.272786497094185,0.22000958614565763
1735,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,fastARG,per site,retained,unrooted,SPR,1.2888707934164725,0.061271744849086006
1736,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,fastARG,per site,retained,unrooted,path,9.963377806275322,0.41424499709604795
1738,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,tsinfer,per site,broken,rooted,KC,7.427175524404013,0.3513391967122761
1739,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,tsinfer,per site,broken,rooted,RF,4.332490785840366,0.22800258246054395
1741,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,tsinfer,per site,broken,unrooted,RF,3.636714675569889,0.2202099156499153
1742,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,tsinfer,per site,broken,unrooted,SPR,1.1311268709208926,0.0672266511287495
1743,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,tsinfer,per site,broken,unrooted,path,8.336046072667713,0.4014250317206503
1745,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,tsinfer,per site,retained,rooted,KC,7.219258683894211,0.3560753235852038
1749,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,tsinfer,per site,retained,unrooted,SPR,1.010353418768898,0.07471730648419743
1750,5000,100000,16,1e-08,3.5000000000000016e-06,0,1.0,1000,tsinfer,per site,retained,unrooted,path,8.931183205055476,0.4371749047127775
1752,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,ARGweaver,per site,retained,rooted,KC,3.1762985804987034,0.22584169032519016
1753,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,ARGweaver,per site,retained,rooted,RF,1.6723329599999996,0.19303878669242625
1755,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,ARGweaver,per site,retained,unrooted,RF,1.39928116,0.19626055673504467
1756,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,ARGweaver,per site,retained,unrooted,SPR,0.5006126326530613,0.061126863482999824
1757,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,ARGweaver,per site,retained,unrooted,path,3.343375277509984,0.46879348875342197
1759,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,RentPlus,per site,retained,rooted,KC,6.980737784704338,0.16162913270906723
1760,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,RentPlus,per site,retained,rooted,RF,6.3688488,0.23197761137232928
