,Ne,length,sample_size,recombination_rate,mutation_rate,error_param,ancestral_state_error_param,tool,averaging,polytomies,rooting,metric,treedist_mean,treedist_se
780,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,retained,rooted,KC,8.119748731030406,0.11412800119916928
784,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,retained,unrooted,SPR,1.9189007537043898,0.06442519374716382
785,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,retained,unrooted,path,13.224295371889015,0.20924272992478107
787,5000,100000,16,1e-08,3.941867581552624e-07,0,0,ARGweaver,per site,retained,rooted,KC,4.330418995126544,0.32751514354923933
788,5000,100000,16,1e-08,3.941867581552624e-07,0,0,ARGweaver,per site,retained,rooted,RF,1.9063071764705881,0.13899935221670617
790,5000,100000,16,1e-08,3.941867581552624e-07,0,0,ARGweaver,per site,retained,unrooted,RF,1.398283529411765,0.11872231331602814
791,5000,100000,16,1e-08,3.941867581552624e-07,0,0,ARGweaver,per site,retained,unrooted,SPR,0.5688036470588234,0.048693378408671315
792,5000,100000,16,1e-08,3.941867581552624e-07,0,0,ARGweaver,per site,retained,unrooted,path,3.6954832143927137,0.2998156290731681
794,5000,100000,16,1e-08,3.941867581552624e-07,0,0,RentPlus,per site,retained,rooted,KC,7.401751184220247,0.12109301709218315
795,5000,100000,16,1e-08,3.941867581552624e-07,0,0,RentPlus,per site,retained,rooted,RF,3.476633170731706,0.13639419399006644
796,5000,100000,16,1e-08,3.941867581552624e-07,0,0,RentPlus,per site,retained,unrooted,RF,2.1702529268292676,0.14617558512325957
797,5000,100000,16,1e-08,3.941867581552624e-07,0,0,RentPlus,per site,retained,unrooted,SPR,0.7864062195121952,0.05634516406218485
798,5000,100000,16,1e-08,3.941867581552624e-07,0,0,RentPlus,per site,retained,unrooted,path,5.174637509813329,0.2978702772380996
799,5000,100000,16,1e-08,3.941867581552624e-07,0,0,fastARG,per site,retained,rooted,KC,10.874251945770364,0.251943086389925
800,5000,100000,16,1e-08,3.941867581552624e-07,0,0,fastARG,per site,retained,rooted,RF,4.689879964184604,0.1737877605133766
802,5000,100000,16,1e-08,3.941867581552624e-07,0,0,fastARG,per site,retained,unrooted,RF,2.367786723236922,0.15912452026477528
803,5000,100000,16,1e-08,3.941867581552624e-07,0,0,fastARG,per site,retained,unrooted,SPR,0.8642799989778615,0.051551111527594964
804,5000,100000,16,1e-08,3.941867581552624e-07,0,0,fastARG,per site,retained,unrooted,path,5.663784736459066,0.31134392747700396
806,5000,100000,16,1e-08,3.941867581552624e-07,0,0,tsinfer,per site,broken,rooted,KC,3.236482725424126,0.11442023202882239
807,5000,100000,16,1e-08,3.941867581552624e-07,0,0,tsinfer,per site,broken,rooted,RF,2.1395390714072136,0.10371298559244486
809,5000,100000,16,1e-08,3.941867581552624e-07,0,0,tsinfer,per site,broken,unrooted,RF,1.944176598600415,0.10214793386523338
810,5000,100000,16,1e-08,3.941867581552624e-07,0,0,tsinfer,per site,broken,unrooted,SPR,0.7570674715015485,0.03932899882897379
811,5000,100000,16,1e-08,3.941867581552624e-07,0,0,tsinfer,per site,broken,unrooted,path,4.826012150006045,0.2029020719792945
813,5000,100000,16,1e-08,3.941867581552624e-07,0,0,tsinfer,per site,retained,rooted,KC,3.226747836514223,0.11496511531512843
817,5000,100000,16,1e-08,3.941867581552624e-07,0,0,tsinfer,per site,retained,unrooted,SPR,0.6542965016663197,0.03739330071946942
818,5000,100000,16,1e-08,3.941867581552624e-07,0,0,tsinfer,per site,retained,unrooted,path,5.05641225516983,0.21483225570281905
820,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,ARGweaver,per site,retained,rooted,KC,3.890817928746029,0.33231483117174204
821,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,ARGweaver,per site,retained,rooted,RF,1.7499741290322586,0.16772678324096227
823,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,ARGweaver,per site,retained,unrooted,RF,1.3763849677419353,0.1554899944749583
824,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,ARGweaver,per site,retained,unrooted,SPR,0.5401525483870968,0.05769968420257665
825,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,ARGweaver,per site,retained,unrooted,path,3.5910851702847335,0.36468703013750253
827,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,RentPlus,per site,retained,rooted,KC,7.3625263726553625,0.15481171727254261
828,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,RentPlus,per site,retained,rooted,RF,3.333963055555555,0.1518049211819258
829,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,RentPlus,per site,retained,unrooted,RF,2.035554444444444,0.15804348718218497
830,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,RentPlus,per site,retained,unrooted,SPR,0.7821844444444443,0.06369644238924758
831,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,RentPlus,per site,retained,unrooted,path,4.979130970012125,0.30451596695070565
832,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,fastARG,per site,retained,rooted,KC,11.21097886492377,0.24879833803868082
833,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,fastARG,per site,retained,rooted,RF,4.748166888575084,0.15721204103255865
835,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,fastARG,per site,retained,unrooted,RF,2.3308170939432835,0.13654599835563105
836,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,fastARG,per site,retained,unrooted,SPR,0.8768946248858129,0.04982515008724493
837,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,fastARG,per site,retained,unrooted,path,5.6837747822371485,0.2622987909995598
839,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,tsinfer,per site,broken,rooted,KC,3.745502682517949,0.12465667933048437
840,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,tsinfer,per site,broken,rooted,RF,2.430752535146627,0.10669956846680777
842,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,tsinfer,per site,broken,unrooted,RF,2.1552627365426296,0.10339764549208749
843,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,tsinfer,per site,broken,unrooted,SPR,0.8286385201555727,0.038659027273024046
844,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,tsinfer,per site,broken,unrooted,path,5.242155149179432,0.20176586440720806
846,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,tsinfer,per site,retained,rooted,KC,3.73443892000766,0.12444417956136156
850,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,tsinfer,per site,retained,unrooted,SPR,0.6968810580875857,0.034520996377009984
851,5000,100000,16,1e-08,3.941867581552624e-07,0,0.01,tsinfer,per site,retained,unrooted,path,5.57585507991876,0.21747682718706196
853,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,ARGweaver,per site,retained,rooted,KC,3.393543551574351,0.1743969410676789
854,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,ARGweaver,per site,retained,rooted,RF,1.4574369189189191,0.10306088038655416
856,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,ARGweaver,per site,retained,unrooted,RF,1.079400972972973,0.10358077235255046
857,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,ARGweaver,per site,retained,unrooted,SPR,0.4230102972972974,0.04089590984763101
858,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,ARGweaver,per site,retained,unrooted,path,2.8071428374004195,0.24805147031044641
860,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,RentPlus,per site,retained,rooted,KC,7.469624973440394,0.16050243364830513
861,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,RentPlus,per site,retained,rooted,RF,3.314627647058824,0.14342770402791757
862,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,RentPlus,per site,retained,unrooted,RF,2.0083029411764706,0.1462043564447034
863,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,RentPlus,per site,retained,unrooted,SPR,0.7078129411764705,0.049257768694773156
864,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,RentPlus,per site,retained,unrooted,path,4.956518269595355,0.3043108946950097
865,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,fastARG,per site,retained,rooted,KC,11.090524757469861,0.2691103649484319
866,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,fastARG,per site,retained,rooted,RF,4.592084376571341,0.1556595072811012
868,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,fastARG,per site,retained,unrooted,RF,2.1885893587976715,0.140346733992503
869,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,fastARG,per site,retained,unrooted,SPR,0.8391652304314674,0.05375058307594572
870,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,fastARG,per site,retained,unrooted,path,5.385762757388827,0.27226487064663474
872,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,tsinfer,per site,broken,rooted,KC,4.291056903934632,0.12663572017973665
873,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,tsinfer,per site,broken,rooted,RF,2.763443252443727,0.10504019307673566
875,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,tsinfer,per site,broken,unrooted,RF,2.4051345583870387,0.10193727681419751
876,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,tsinfer,per site,broken,unrooted,SPR,0.9206783787005856,0.038614309228232134
877,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,tsinfer,per site,broken,unrooted,path,5.745195569926948,0.1926341667429554
879,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,tsinfer,per site,retained,rooted,KC,4.270031213650884,0.12440857537799554
883,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,tsinfer,per site,retained,unrooted,SPR,0.7782164461613847,0.03875749711108025
884,5000,100000,16,1e-08,3.941867581552624e-07,0,0.02,tsinfer,per site,retained,unrooted,path,6.117252520103616,0.20414269835374904
886,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,rooted,KC,4.06213635551026,0.23486117372502616
887,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,rooted,RF,2.346300465116279,0.12853292354129495
889,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,unrooted,RF,1.9261510697674415,0.12377408914474682
890,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,unrooted,SPR,0.7565907906976743,0.051417316744361403
891,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,unrooted,path,4.520604717271588,0.25464691102957726
893,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,rooted,KC,9.0179481580459,0.16228558247743294
894,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,rooted,RF,6.695841249999999,0.23385364110014034
895,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,unrooted,RF,5.656670749999999,0.24704445747117895
896,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,unrooted,SPR,1.8480733750000007,0.07372442616708702
897,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,unrooted,path,10.582141121093729,0.33825116770002556
898,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,rooted,KC,14.937888573184965,0.24139645198400772
899,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,rooted,RF,12.845488446569416,0.21556342518908594
901,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,unrooted,RF,10.335168606598673,0.19777700250293226
902,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,unrooted,SPR,3.038214022248162,0.05012184531411605
903,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,unrooted,path,15.720659887661473,0.22747901833152614
905,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,rooted,KC,6.245544320207581,0.08700645967988432
906,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,rooted,RF,5.87883733145546,0.12289322531377755
908,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,unrooted,RF,5.448822141603208,0.12316037596871207
909,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,unrooted,SPR,1.8049086700447945,0.03710549225951545
910,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,unrooted,path,10.10972543796602,0.16290689479150616
912,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,retained,rooted,KC,5.941045112875905,0.08650482807754481
916,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,retained,unrooted,SPR,1.3684478829484454,0.03967971642473973
917,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,retained,unrooted,path,10.758282544150866,0.17741750279268917
919,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,rooted,KC,4.905132587528149,0.2367412877481736
920,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,rooted,RF,2.559124064516129,0.17034628859806528
922,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,unrooted,RF,2.002582967741936,0.1705828291767462
923,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,unrooted,SPR,0.8250524516129034,0.07675024802515125
924,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,unrooted,path,4.639242041337639,0.3424198834420629
926,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,rooted,KC,8.910614283806495,0.12685124678413126
927,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,rooted,RF,6.772435714285715,0.18002806374286764
928,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,unrooted,RF,5.781503999999998,0.19642895362801013
929,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,unrooted,SPR,1.884860142857143,0.06147703888769008
930,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,unrooted,path,10.808946546150654,0.263126578576009
931,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,rooted,KC,14.312040456248987,0.22466178603807901
932,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,rooted,RF,12.846722766565906,0.1801121806983369
934,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,unrooted,RF,10.486665908533753,0.1654159413229034
935,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,unrooted,SPR,3.1252593377000175,0.042858733204218596
936,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,unrooted,path,15.853888052664152,0.2070723722462315
938,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,rooted,KC,6.7156389984250175,0.10495428087483356
939,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,rooted,RF,6.069771191716293,0.12143965017973495
941,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,unrooted,RF,5.546266617278561,0.1240410687393548
942,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,unrooted,SPR,1.8332031241364009,0.03789978041829611
943,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,unrooted,path,10.233100437233817,0.16603395404197147
945,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,retained,rooted,KC,6.4149189149067976,0.10107097847298016
949,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,retained,unrooted,SPR,1.4753622590017006,0.04502680874493183
950,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,retained,unrooted,path,10.89410714423729,0.17631637230816682
952,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,rooted,KC,4.2420814881445335,0.21651383097398152
953,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,rooted,RF,2.414897244444444,0.158168011833438
955,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,unrooted,RF,2.011723466666666,0.14700082387131735
956,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,unrooted,SPR,0.7778682888888891,0.0576719416033536
957,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,unrooted,path,4.73853799229123,0.28094803393729023
959,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,rooted,KC,8.854105044341889,0.16374693209801444
960,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,rooted,RF,6.561054418604651,0.14932245230723232
961,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,unrooted,RF,5.576836279069767,0.15601802935647285
962,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,unrooted,SPR,1.8200417441860466,0.049271164947565914
963,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,unrooted,path,10.560827599028134,0.2190680574849204
964,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,rooted,KC,14.658718078714582,0.2753756830928447
965,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,rooted,RF,12.93835033296429,0.21020508177250183
967,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,unrooted,RF,10.533674785307264,0.19736903356603586
968,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,unrooted,SPR,3.0782210106743273,0.04848736520314374
969,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,unrooted,path,16.203391701998722,0.2779135957627343
971,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,rooted,KC,6.968773071645721,0.10671891769950752
972,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,rooted,RF,6.22232318759766,0.12950572428771828
974,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,unrooted,RF,5.653670564602861,0.12977885031586936
975,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,unrooted,SPR,1.8718763070466415,0.03871620571454711
976,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,unrooted,path,10.408360107559831,0.16738591103890488
978,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,retained,rooted,KC,6.667015414134723,0.10463924451920843
982,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,retained,unrooted,SPR,1.49034097461945,0.04592793446076299
983,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,retained,unrooted,path,11.125112308617947,0.18119124610878282
985,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,ARGweaver,per site,retained,rooted,KC,3.0328998075193003,0.2672801216167365
986,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,ARGweaver,per site,retained,rooted,RF,1.008029741935484,0.09354539516195537
988,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,ARGweaver,per site,retained,unrooted,RF,0.6430621290322582,0.09380477825993272
989,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,ARGweaver,per site,retained,unrooted,SPR,0.28983303225806445,0.045383575133995074
990,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,ARGweaver,per site,retained,unrooted,path,1.8724200123669699,0.24315776634056588
992,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,RentPlus,per site,retained,rooted,KC,6.713580243820607,0.11319263856036532
993,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,RentPlus,per site,retained,rooted,RF,2.309082391304348,0.07053162931709527
994,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,RentPlus,per site,retained,unrooted,RF,1.0024280434782606,0.06816519689115275
995,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,RentPlus,per site,retained,unrooted,SPR,0.3811882608695651,0.02941681109346546
996,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,RentPlus,per site,retained,unrooted,path,2.7463804775089034,0.19217362488581716
997,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,fastARG,per site,retained,rooted,KC,11.890127145796388,0.3271713386565017
998,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,fastARG,per site,retained,rooted,RF,3.993528518690017,0.13990775921448875
1000,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,fastARG,per site,retained,unrooted,RF,1.1323924878133673,0.08846611341796193
1001,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,fastARG,per site,retained,unrooted,SPR,0.47226383249631204,0.037783245142449795
1002,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,fastARG,per site,retained,unrooted,path,3.143579153090797,0.22626211090511175
1004,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,tsinfer,per site,broken,rooted,KC,1.738387112837189,0.07801471055581756
1005,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,tsinfer,per site,broken,rooted,RF,1.0758099872567763,0.061041552332272875
1007,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,tsinfer,per site,broken,unrooted,RF,0.9952104625566729,0.06032985892917194
1008,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,tsinfer,per site,broken,unrooted,SPR,0.4285234791614396,0.026890918649089508
1009,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,tsinfer,per site,broken,unrooted,path,2.7650917630739706,0.14972786720839476
1011,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,tsinfer,per site,retained,rooted,KC,1.7537783346794975,0.079704245969575
1015,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,tsinfer,per site,retained,unrooted,SPR,0.34122376498143625,0.023647688742177066
1016,5000,100000,16,1e-08,1.1745865883549928e-06,0,0,tsinfer,per site,retained,unrooted,path,3.014425789964709,0.1752143401766605
1018,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,ARGweaver,per site,retained,rooted,KC,3.270714378417921,0.22649576940121757
1019,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,ARGweaver,per site,retained,rooted,RF,0.9945861212121212,0.08577178218564993
1021,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,ARGweaver,per site,retained,unrooted,RF,0.5528156363636365,0.07863130002622398
1022,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,ARGweaver,per site,retained,unrooted,SPR,0.23400215151515155,0.03706063116311651
1023,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,ARGweaver,per site,retained,unrooted,path,1.5395163109812198,0.19505324190408144
1025,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,RentPlus,per site,retained,rooted,KC,6.704187545024176,0.1049615144018638
1026,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,RentPlus,per site,retained,rooted,RF,2.3261642857142864,0.10713589406303879
1027,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,RentPlus,per site,retained,unrooted,RF,1.0103962857142856,0.11147452188471664
1028,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,RentPlus,per site,retained,unrooted,SPR,0.3854442857142858,0.0463129451484715
1029,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,RentPlus,per site,retained,unrooted,path,2.7225549935883655,0.24872301258538032
1030,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,fastARG,per site,retained,rooted,KC,11.7850146034956,0.2991054304875425
1031,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,fastARG,per site,retained,rooted,RF,4.008566453662324,0.12765185246455885
1033,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,fastARG,per site,retained,unrooted,RF,1.2243258091410356,0.0865895452480864
1034,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,fastARG,per site,retained,unrooted,SPR,0.5115763643527417,0.03672745359560505
1035,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,fastARG,per site,retained,unrooted,path,3.4231932373660334,0.2236979847657248
1037,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,tsinfer,per site,broken,rooted,KC,2.6025066060400324,0.09458530176670091
1038,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,tsinfer,per site,broken,rooted,RF,1.5211181150452793,0.07358469589759013
1040,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,tsinfer,per site,broken,unrooted,RF,1.3211816566125105,0.07141865347113427
1041,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,tsinfer,per site,broken,unrooted,SPR,0.5570283511033306,0.031059508850744533
1042,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,tsinfer,per site,broken,unrooted,path,3.502225498673677,0.16163472723038097
1044,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,tsinfer,per site,retained,rooted,KC,2.6240552459083624,0.0934923905408078
