Unnamed: 0,Unnamed: 0.1,replicate,sample_size,Ne,length,recombination_rate,mutation_rate,error_param,edges,n_trees,n_sites,seed,ts_filesize,vcf_filesize,vcfgz_filesize,tsinfer_completed,tsinfer_cputime,tsinfer_var_polytomy,tsinfer_edges,tsinfer_memory,tsinfer_max_polytomy,tsinfer_mean_polytomy,tsinfer_ts_filesize,internal_nodes,internal_nodes_with_mutations
119,119,1,5000,5000,50000000,2e-08,1e-08,0,636212,166930,90829,1180919019,26576100,910925918,31839593,True,7116.14,3428.934337889487,407529.0,1126862848.0,14627.0,6.503087749533247,18384260.0,110057,35685
120,120,1,10000,5000,50000000,5e-09,1e-08,0,190444,45272,97046,949267129,10995404,1943756698,63210510,True,13309.5,958.277876219566,209397.0,1958993920.0,6493.0,4.723489206198822,12052652.0,40375,19964
121,121,1,10000,5000,50000000,1e-08,1e-08,0,368355,92530,98968,1191216436,17480660,1982252108,64022284,True,14015.18,1739.715620672267,317886.0,1964957696.0,10048.0,5.446330974694605,15938020.0,70336,29010
122,122,1,10000,5000,50000000,2e-08,1e-08,0,703471,181324,97189,1730570449,29455764,1946620833,62774502,True,14262.74,3231.528248653889,456766.0,1732079616.0,14936.0,6.584109320494711,20575188.0,125294,39518
123,123,1,15000,5000,50000000,5e-09,1e-08,0,208482,47226,101392,1484771445,12025476,3044744630,92632332,True,19998.9,810.2221434643343,223676.0,2573139968.0,6192.0,4.682941127208776,12965780.0,47363,22192
124,124,1,15000,5000,50000000,1e-08,1e-08,0,392015,95787,102019,1842957449,18664284,3063572377,93800243,True,20474.1,1664.1880860781012,335436.0,2539417600.0,10085.0,5.454864781357228,16896692.0,78276,31026
125,125,1,15000,5000,50000000,2e-08,1e-08,0,752326,190795,102440,551747662,31625860,3076214481,94563850,True,22852.58,2988.2507529082286,492538.0,2487967744.0,14915.0,6.579542873936334,22261572.0,137261,42761
126,126,1,20000,5000,50000000,5e-09,1e-08,0,224566,48749,103997,388089359,12909412,4162962433,124520988,True,24916.49,809.0420468154542,235599.0,3210899456.0,6349.0,4.6854602947318185,13712004.0,53624,23845
127,127,1,20000,5000,50000000,1e-08,1e-08,0,414435,98865,105259,1611820752,19812940,4213478308,127440913,True,27697.06,1580.6530599083803,350844.0,3270877184.0,10055.0,5.448057393086742,17789060.0,86113,32983
128,128,1,20000,5000,50000000,2e-08,1e-08,0,784687,196360,104800,352041423,33097860,4195105141,127674601,True,29224.02,2919.2167246313,512474.0,3194318848.0,15002.0,6.607707879366144,23258676.0,146709,44687
129,129,1,25000,5000,50000000,5e-09,1e-08,0,239089,49955,107977,738394621,13793956,5402071343,159123447,True,34251.1,834.500512827689,245674.0,3943923712.0,6583.0,4.688345642258737,14444428.0,59813,25469
130,130,1,25000,5000,50000000,1e-08,1e-08,0,427186,99427,106190,1242561699,20517900,5312669901,158225629,True,33285.17,1571.9367509123556,359498.0,3850776576.0,10157.0,5.440262707888802,18343628.0,92012,34140
131,131,1,25000,5000,50000000,2e-08,1e-08,0,806459,199327,107079,1363062594,34202716,5357145727,160283596,True,35258.05,2823.262668170011,526573.0,3856859136.0,14969.0,6.593371231092857,24056380.0,155107,46173
132,132,1,30000,5000,50000000,5e-09,1e-08,0,256185,51603,109190,838408480,14657740,6554681712,185596372,True,41684.7,816.5513610367021,257477.0,4504252416.0,6647.0,4.713192626626882,15124124.0,66089,26681
133,133,1,30000,5000,50000000,1e-08,1e-08,0,451312,103065,109524,1107978778,21717300,6574730761,189494161,True,41794.51,1514.6167045655188,376265.0,4600156160.0,10175.0,5.464361439484156,19280188.0,99540,35844
134,134,1,30000,5000,50000000,2e-08,1e-08,0,833153,203650,108538,35962310,35432828,6515542360,191376494,True,45098.48,2827.394307121122,544654.0,4526538752.0,15183.0,6.637265415549598,24946036.0,163459,47428
135,135,1,35000,5000,50000000,5e-09,1e-08,0,266648,51810,110114,1071088445,15277420,7711313440,218746072,True,45050.56000000001,781.3133733898991,263365.0,5022859264.0,6555.0,4.739423059619572,15572068.0,71496,27568
136,136,1,35000,5000,50000000,1e-08,1e-08,0,463600,103473,109974,328303119,22382732,7701509056,218828302,True,46993.77,1543.2925343743714,384232.0,5130731520.0,10376.0,5.468560530585524,19786812.0,105170,36465
137,137,1,35000,5000,50000000,2e-08,1e-08,0,851526,205719,110038,720241436,36372380,7705990693,219945062,True,52860.09,2740.9180288610996,553942.0,5126258688.0,15091.0,6.621585760904647,25541580.0,170736,48310
138,138,1,40000,5000,50000000,5e-09,1e-08,0,280507,52833,112918,1140946554,16089964,9036879372,254619645,True,51453.13,774.724000342061,273379.0,5628657664.0,6628.0,4.7686819704158525,16246876.0,77433,28459
139,139,1,40000,5000,50000000,1e-08,1e-08,0,482655,105891,112911,446498299,23392476,9036317996,256034725,True,55373.98,1535.8179998895514,397182.0,5836648448.0,10527.0,5.4643535206229545,20576860.0,112185,37758
140,140,1,40000,5000,50000000,2e-08,1e-08,0,875038,209047,112120,1797859436,37513572,8973015936,255284091,True,58834.22,2779.215605008697,571646.0,5799251968.0,15437.0,6.6216379010772615,26455524.0,178640,49365
141,141,1,45000,5000,50000000,5e-09,1e-08,0,291863,53136,112217,1078932329,16672724,10102972690,286270489,True,57010.32,754.3421923576292,276803.0,6120177664.0,6565.0,4.788482164481197,16539884.0,82683,29210
142,142,1,45000,5000,50000000,1e-08,1e-08,0,491205,105598,111995,1878513457,23878444,10082986856,284439054,True,62185.54,1515.479557944996,400518.0,6334603264.0,10454.0,5.5097947504539695,20847124.0,117484,38181
143,143,1,45000,5000,50000000,2e-08,1e-08,0,898810,212451,113527,869803459,38617596,10220911185,286079155,True,67677.81,2728.6366788306696,585811.0,6501597184.0,15472.0,6.630946856075612,27213468.0,185717,50702
144,144,1,50000,5000,5000000,5e-09,1e-08,0,120818,5479,11618,1120544004,6815868,1162361799,32056467,True,2005.45,257.58168069816503,73902.0,662102016.0,627.0,9.626416568972257,5019988.0,54323,4608
145,145,1,50000,5000,10000000,5e-09,1e-08,0,140260,10541,22662,1553548340,7951180,2267071265,61403968,True,5527.7400000000025,189.4973166662906,95849.0,1128271872.0,1296.0,6.883231597845602,6314012.0,58219,8086
146,146,1,50000,5000,15000000,5e-09,1e-08,0,159761,15725,34109,562152092,9099940,3412102690,94365417,True,9616.28,215.6846649178244,117647.0,1731510272.0,1890.0,5.932479451364026,7611172.0,61958,11133
147,147,1,50000,5000,20000000,5e-09,1e-08,0,181605,21503,45580,344666240,10329604,4559535753,125768702,True,15182.29,281.7634064204521,141726.0,2355957760.0,2604.0,5.447857005573708,8988940.0,65906,14308
148,148,1,50000,5000,25000000,5e-09,1e-08,0,200860,26541,57276,1697490028,11480148,5729474944,156981299,True,21877.46,317.9138943395066,163692.0,3009155072.0,3070.0,5.233287509191469,10286028.0,69654,16955
149,149,1,50000,5000,30000000,5e-09,1e-08,0,221299,31940,68039,1098177596,12631276,6806087023,185623325,True,28448.55,418.97467068535525,187361.0,3664248832.0,3861.0,5.094515593985372,11605916.0,73324,19669
150,150,1,50000,5000,35000000,5e-09,1e-08,0,242635,37511,80420,1128170998,13877956,8044546199,222293133,True,35642.79,493.84695289254125,214957.0,4468281344.0,4565.0,4.975280638814953,13138508.0,77217,22626
151,151,1,50000,5000,40000000,5e-09,1e-08,0,261874,42642,91636,1544128412,15002084,9166471519,253808701,True,47084.23,552.9987698894827,234959.0,5212176384.0,5106.0,4.890496211805845,14343340.0,80646,25179
152,152,1,50000,5000,45000000,5e-09,1e-08,0,281572,47753,102335,1803384465,16125036,10236681720,285438324,True,52932.29,646.4209045276729,258292.0,5944107008.0,5827.0,4.843913508242221,15644636.0,84232,27417
153,153,1,50000,5000,50000000,5e-09,1e-08,0,303124,53310,112374,1803535825,17285804,11240873737,307667414,True,61543.45,752.0167947407574,284209.0,6657675264.0,6603.0,4.841638132229433,17004636.0,87966,29877
154,154,1,50000,5000,55000000,5e-09,1e-08,0,323828,58882,125337,251715352,18530260,12537548966,342239333,True,73396.37,832.4054618344217,309689.0,7561191424.0,7291.0,4.798106717897868,18478748.0,91688,32392
155,155,1,50000,5000,60000000,5e-09,1e-08,0,345761,64598,136404,1605647102,19739940,13644569590,383339518,True,81278.82,981.8318427386388,334774.0,8419196928.0,8260.0,4.775935859392833,19857372.0,95324,34716
156,156,1,50000,5000,65000000,5e-09,1e-08,0,363311,69207,147537,1548111398,20805956,14758191956,405039319,True,95995.94,976.0813556217488,358097.0,9244045312.0,8526.0,4.766936009904022,21169660.0,98714,37205
157,157,1,50000,5000,70000000,5e-09,1e-08,0,384721,74810,159218,1625717908,22023756,15926631538,432681435,True,111246.83,1083.3845002666094,383716.0,10197188608.0,9324.0,4.746023500309215,22594180.0,102414,39462
158,158,1,50000,5000,75000000,5e-09,1e-08,0,406018,80374,170535,1580435434,23215852,17058660004,465085890,True,128885.09,1176.6461309784042,408493.0,11022163968.0,10015.0,4.759160229748465,23959324.0,105771,41562
159,159,1,50000,5000,80000000,5e-09,1e-08,0,423427,85111,181687,1749185856,24278300,18174182782,503092117,True,137671.46,1259.8650877068135,431052.0,11956867072.0,10677.0,4.733350170753401,25252892.0,109170,43739
160,160,1,50000,5000,85000000,5e-09,1e-08,0,446772,91186,193588,1058407015,25566740,19364627586,533108113,True,152591.13999999998,1311.4492260638242,457174.0,12944322560.0,11215.0,4.737701690207985,26695164.0,112885,46201
161,161,1,50000,5000,90000000,5e-09,1e-08,0,469059,97050,205983,1815527224,26851740,20604487943,576472138,True,160697.13,1466.4369893011433,486317.0,13977853952.0,12243.0,4.732920040485831,28273660.0,117085,48859
162,162,1,50000,5000,95000000,5e-09,1e-08,0,482760,100523,214735,380918527,27681884,21479940733,585023231,True,181724.03,1431.9106202936764,504031.0,14756327424.0,12311.0,4.736020671834625,29278748.0,119550,50585
163,163,1,50000,5000,100000000,5e-09,1e-08,0,510068,107886,230076,311164745,29247988,23014485477,634587894,True,202393.29,1600.1979233353945,536301.0,16051249152.0,13428.0,4.736302458668927,31088396.0,124103,53468
164,164,1,50000,5000,5000000,1e-08,1e-08,0,141102,10819,11294,218758568,7548540,1129952941,30654594,True,2161.9700000000007,295.2678780606057,89366.0,635494400.0,1001.0,9.39014395292634,5546028.0,58319,5156
165,165,1,50000,5000,10000000,1e-08,1e-08,0,182210,21607,22915,370538883,9494012,2292378226,63785602,True,6152.480000000001,265.574317973128,123571.0,1226203136.0,1940.0,6.993265421618563,7301108.0,66170,9576
166,166,1,50000,5000,15000000,1e-08,1e-08,0,221837,31925,33984,1953713083,11355924,3399599537,94761530,True,10076.58,417.6678073416349,157959.0,1832673280.0,3124.0,6.272943886263452,9024548.0,73387,13681
167,167,1,50000,5000,20000000,1e-08,1e-08,0,263848,43138,46182,1436677127,13348844,4619752736,129870779,True,16180.72,540.3707845153201,193357.0,2488410112.0,4116.0,5.9228389389205445,10824364.0,81098,17840
168,168,1,50000,5000,25000000,1e-08,1e-08,0,303776,53464,56627,700466639,15193324,5664555916,153287514,True,21465.15,637.5909819517483,229267.0,3169591296.0,4959.0,5.7797917664557446,12559796.0,88176,21357
169,169,1,50000,5000,30000000,1e-08,1e-08,0,338530,62689,67049,241837109,16854068,6707058336,181454582,True,28465.51,775.0356362698468,260213.0,3826802688.0,5906.0,5.665055624496549,14117340.0,94533,24738
170,170,1,50000,5000,35000000,1e-08,1e-08,0,386934,75400,80199,788832551,19096700,8022439058,218347910,True,37792.46,982.4737688767883,302727.0,4661198848.0,7226.0,5.616248005639865,16195020.0,102617,28673
171,171,1,50000,5000,40000000,1e-08,1e-08,0,426222,85702,90743,1829461025,20917884,9077145639,251223991,True,49090.87,1090.0021784909736,337329.0,5403750400.0,8075.0,5.5699778739143335,17883884.0,109421,32100
172,172,1,50000,5000,45000000,1e-08,1e-08,0,464544,95899,101868,1738357430,22728916,10189968635,279690501,True,58193.68,1256.871716530038,371424.0,6135513088.0,9119.0,5.556496372204354,19570716.0,116170,35260
173,173,1,50000,5000,50000000,1e-08,1e-08,0,508328,107315,114720,510588602,24802692,11475540665,313753787,True,68265.53,1371.2901336495893,411913.0,7072149504.0,10080.0,5.510246943307382,21570260.0,123850,39361
174,174,1,50000,5000,55000000,1e-08,1e-08,0,549423,118023,125334,604723176,26686540,12537248368,340629719,True,80308.22,1496.948263575841,448194.0,7896104960.0,10994.0,5.5066776424911845,23315100.0,130744,42940
175,175,1,50000,5000,60000000,1e-08,1e-08,0,589204,128593,137640,1307161656,28594068,13768205137,379873016,True,93477.74,1736.56397866949,485666.0,8779935744.0,12356.0,5.4872553893433365,25177236.0,137699,46123
176,176,1,50000,5000,65000000,1e-08,1e-08,0,631152,139606,149191,1621544200,30542060,14923640192,408615750,True,103984.84,1921.5413580769728,525511.0,9693499392.0,13515.0,5.495712283784067,27085068.0,144646,49537
177,177,1,50000,5000,70000000,1e-08,1e-08,0,669956,149939,159560,1023808787,32334564,15960840825,441280661,True,116750.12,2070.3373215352813,558907.0,10514685952.0,14489.0,5.481576288973235,28720644.0,151177,52801
178,178,1,50000,5000,75000000,1e-08,1e-08,0,709618,160389,170827,1498526577,34197692,17087867675,475677732,True,129106.9,2237.4767840547547,595972.0,11404230656.0,15563.0,5.478036270715947,30521364.0,158085,55969
179,179,1,50000,5000,80000000,1e-08,1e-08,0,746078,169933,180408,1009145096,35875476,18046245843,492666017,True,147270.66,2289.2588427221185,629223.0,12154036224.0,16147.0,5.497269812425194,32104676.0,164210,58925
180,180,1,50000,5000,85000000,1e-08,1e-08,0,792746,182080,193820,1634564806,38064756,19387834503,535290918,True,156092.73,2484.0600514663306,673353.0,13235961856.0,17404.0,5.497163056877649,34246044.0,171970,62740
181,181,1,50000,5000,90000000,1e-08,1e-08,0,836625,193621,205372,1485419168,40083636,20543370128,565116591,True,176683.34000000003,2684.205411173189,713067.0,14211846144.0,18595.0,5.512395927549339,36143756.0,179293,65930
182,182,1,50000,5000,95000000,1e-08,1e-08,0,876734,204343,218224,1066736453,42027764,21828941483,605429970,True,184346.58,2888.011139113003,751015.0,15251378176.0,19844.0,5.487068020749617,38052468.0,186472,69699
183,183,1,50000,5000,100000000,1e-08,1e-08,0,912835,213483,227310,1843837106,43661180,22737806493,624694130,True,219532.8,2942.6620181834082,786292.0,16076410880.0,20467.0,5.50281687183758,39689228.0,192009,72357
184,184,1,50000,5000,5000000,2e-08,1e-08,0,180871,21147,11159,702045715,8993836,1116449123,29483201,True,2223.08,356.90359169592637,115998.0,767234048.0,1531.0,9.559749464315148,6455644.0,65728,6083
185,185,1,50000,5000,10000000,2e-08,1e-08,0,261658,42502,22794,23621131,12379996,2280274936,62422872,True,6528.42,483.4477150287343,164192.0,1275682816.0,3041.0,7.5919914921163345,8691108.0,80680,11614
186,186,1,50000,5000,15000000,2e-08,1e-08,0,339520,62839,33994,360176970,15627420,3400599890,92671155,True,12028.99,703.461328460593,216686.0,1899089920.0,4501.0,7.117293480045984,11030548.0,94440,16666
187,187,1,50000,5000,20000000,2e-08,1e-08,0,427497,86006,45681,1983810860,19255284,4569638400,127484243,True,16629.26,1061.9983533088396,271385.0,2596433920.0,6365.0,6.911626130141348,13460092.0,109793,22034
188,188,1,50000,5000,25000000,2e-08,1e-08,0,508699,107286,57150,1036619563,22632348,5716870900,159066980,True,25274.51,1271.6222665916432,323736.0,3314544640.0,7729.0,6.757592836119982,15801468.0,124076,27139
189,189,1,50000,5000,30000000,2e-08,1e-08,0,592136,129254,68929,1373830417,26088276,6895112771,190501959,True,33524.54,1515.98957091784,380190.0,4050960384.0,9194.0,6.71583261203653,18288060.0,138174,32013
190,190,1,50000,5000,35000000,2e-08,1e-08,0,669221,149446,79283,2029127050,29255660,7930812802,217106730,True,43566.1,1868.5456187760105,432739.0,4729094144.0,10918.0,6.70372722766142,20574372.0,150974,36612
191,191,1,50000,5000,40000000,2e-08,1e-08,0,748793,170393,91232,1962233100,32589844,9126059633,250337986,True,53038.60000000001,2080.1391228802113,484860.0,5545127936.0,12259.0,6.6436469766103485,22922484.0,164883,41628
192,192,1,50000,5000,45000000,2e-08,1e-08,0,829945,191712,101918,514266202,35919148,10194969644,281306120,True,61414.5,2325.017813393242,539426.0,6236794880.0,13654.0,6.667564861624414,25286172.0,178482,46112
193,193,1,50000,5000,50000000,2e-08,1e-08,0,909680,212348,113022,1160804345,39206908,11305691981,309913213,True,76302.72,2600.6469562791144,592008.0,7092473856.0,15149.0,6.656936276439037,27605628.0,191578,51062
194,194,1,50000,5000,55000000,2e-08,1e-08,0,996719,235399,125438,103278084,42806892,12547651269,346607945,True,88380.89000000001,2907.9745941002293,652500.0,7962918912.0,16834.0,6.6506981959025575,30258300.0,205866,55909
195,195,1,50000,5000,60000000,2e-08,1e-08,0,1084889,258465,137600,103946990,46443028,13764203948,380717221,True,101170.06,3243.9889388625397,711712.0,8804556800.0,18539.0,6.6770365227833475,32843108.0,220555,60866
196,196,1,50000,5000,65000000,2e-08,1e-08,0,1159491,278175,148607,1890565278,49539484,14865223103,410287250,True,117252.37,3536.9126219298732,761365.0,9684058112.0,20074.0,6.646283444633582,35063436.0,232677,65533
197,197,1,50000,5000,70000000,2e-08,1e-08,0,1247792,301325,160697,1018406879,53179556,16074573376,442567616,True,130618.46,3798.243626625621,823815.0,10584461312.0,21599.0,6.673376644417082,37758876.0,247470,70416
198,198,1,50000,5000,75000000,2e-08,1e-08,0,1314542,318805,169527,1712968345,55920412,16957830262,461860796,True,141925.16,4051.860293341341,867414.0,11202400256.0,22853.0,6.697918999266437,39652588.0,258692,74352
199,199,1,50000,5000,80000000,2e-08,1e-08,0,1406106,342986,182016,1687233945,59692676,18207092282,505734199,True,157585.57,4487.642524140136,930092.0,12221165568.0,24924.0,6.690876130322497,42385940.0,274010,79610
200,200,1,50000,5000,85000000,2e-08,1e-08,0,1487615,364214,193348,629978175,63046772,19340621213,531886461,True,173129.25999999998,4735.828094449097,984288.0,13047640064.0,26323.0,6.700850976921506,44762636.0,287142,84206
201,201,1,50000,5000,90000000,2e-08,1e-08,0,1571025,386197,205978,1479706967,66514204,20603987223,568264943,True,197609.95,4972.874916887404,1042419.0,14119727104.0,27789.0,6.687746198755372,47343572.0,300407,89089
202,202,1,50000,5000,95000000,2e-08,1e-08,0,1646382,406260,216874,393513210,69641628,21693903012,598962359,True,212260.46,5299.63034046343,1093589.0,14913339392.0,29349.0,6.70461038562933,49590612.0,312989,93212
203,203,1,50000,5000,100000000,2e-08,1e-08,0,1735745,429193,228475,339554417,73281564,22854338887,630521282,True,234513.89,5579.517290470547,1156138.0,15916888064.0,30929.0,6.720638500709188,52270228.0,327134,98076
204,204,1,55000,5000,50000000,5e-09,1e-08,0,318388,54813,115482,1653114204,18156444,12706607530,347536268,True,72106.12,758.5636468064221,293875.0,7326347264.0,6722.0,4.870721803265104,17677492.0,93969,31002
205,205,1,55000,5000,50000000,1e-08,1e-08,0,519528,107552,114710,141095676,25412364,12621665342,348450959,True,72605.42,1439.3545774244324,417761.0,7583227904.0,10362.0,5.551936315551658,21968812.0,129335,39719
206,206,1,55000,5000,50000000,2e-08,1e-08,0,941801,218264,115279,1123144714,40658172,12684271458,347032766,True,83965.03,2582.4831117967237,611455.0,7749971968.0,15306.0,6.685052369186363,28579052.0,200645,52238
207,207,1,60000,5000,50000000,5e-09,1e-08,0,327782,54644,115827,124311332,18713132,13902862317,374633637,True,79032.7,729.8382510054695,298470.0,7897698304.0,6629.0,4.888703257825168,18055540.0,99093,31469
208,208,1,60000,5000,50000000,1e-08,1e-08,0,540059,110328,117121,1802692308,26438292,14058179899,382992244,True,77767.09,1452.8275526340774,433361.0,8352276480.0,10584.0,5.571266953782864,22825404.0,135889,40924
209,209,1,60000,5000,50000000,2e-08,1e-08,0,947333,216890,115591,2030575854,41077740,13874535556,370618127,True,91886.39,2569.471856772237,617274.0,8386392064.0,15333.0,6.690374256202379,28996860.0,205257,52431
210,210,1,65000,5000,50000000,5e-09,1e-08,0,337889,54635,116563,729106162,19310220,15156858384,407128055,True,80880.21,702.7835114350537,306248.0,8430862336.0,6562.0,4.923522129869295,18561428.0,104330,32049
211,211,1,65000,5000,50000000,1e-08,1e-08,0,549897,110144,116751,338720125,26990220,15181304446,407667387,True,84652.06999999999,1384.2456338558165,438560.0,8905166848.0,10379.0,5.582058396761958,23195676.0,141355,41207
212,212,1,65000,5000,50000000,2e-08,1e-08,0,965318,218963,116955,749956207,41989452,15207829771,403492810,True,99006.49,2490.9946988195184,628153.0,9058160640.0,15217.0,6.699441138200978,29635540.0,212106,53544
213,213,1,70000,5000,50000000,5e-09,1e-08,0,352096,55589,117253,1345544012,20043860,16419133677,432278058,True,90881.27,724.1354085775638,313978.0,9040506880.0,6703.0,4.981800872669576,19056164.0,109864,32728
