"","freq","p00","p01","p02","p10","p11","p12","p20","p21","p22"
"1",0.000199681,0.99996798368385,3.20163161497443e-05,0,0.073101624480544,0.926898375519456,0,0.875,0.125,0
"2",0.000399361,0.999937657909021,6.22255637065088e-05,1.16527272858631e-07,0.124175574255174,0.875369570161474,0.000454855583352286,0.9,0.1,0
"3",0.000599042,0.999949183213108,5.08167868917478e-05,0,0.108389261744966,0.891610738255034,0,0.857142857142857,0.0714285714285714,0.0714285714285714
"4",0.000798722,0.999949046443383,5.09535566170444e-05,0,0.0905318747642399,0.90946812523576,0,0.642857142857143,0.142857142857143,0.214285714285714
"5",0.000998403,0.999937224093066,6.2775906934445e-05,0,0.085168259243872,0.914000830909846,0.000830909846281678,0.529411764705882,0.0588235294117647,0.411764705882353
"6",0.00119808,0.999932817845843,6.71821541568781e-05,0,0.0764362220058423,0.923563777994158,0,0.333333333333333,0.0666666666666667,0.6
"7",0.00139776,0.999928998688667,7.10013113328612e-05,0,0.0492055356227576,0.950794464377242,0,0.357142857142857,0,0.642857142857143
"8",0.00159744,0.999920860113392,7.80846881202589e-05,1.05519848811161e-06,0.0731026785714286,0.926897321428571,0,0.5,0.1,0.4
"9",0.00179712,0.99991119837789,8.88016221096305e-05,0,0.0570621468926554,0.942937853107345,0,0.357142857142857,0.0714285714285714,0.571428571428571
"10",0.00199681,0.999886695823608,0.000113304176391942,0,0.0506037952846463,0.948821161587119,0.000575043128234618,0.4,0.2,0.4
"11",0.00219649,0.999888931098649,0.000111068901351499,0,0.0539067231980618,0.945487583282859,0.000605693519079346,0.555555555555556,0,0.444444444444444
"12",0.00239617,0.999888518482557,0.000111481517443261,0,0.0547231270358306,0.944625407166124,0.000651465798045603,0.181818181818182,0.0909090909090909,0.727272727272727
"13",0.00259585,0.999869895916733,0.000130104083266613,0,0.052258064516129,0.947096774193548,0.000645161290322581,0.5,0.166666666666667,0.333333333333333
"14",0.00279553,0.999867914434971,0.000132085565029026,0,0.0506329113924051,0.949367088607595,0,0.35,0,0.65
"15",0.00299521,0.999860265880301,0.000139734119699138,0,0.0453635757171448,0.95396931287525,0.00066711140760507,0,0,1
"16",0.00319489,0.999866978614856,0.000133021385143859,0,0.0439238653001464,0.956076134699854,0,0.272727272727273,0.0909090909090909,0.636363636363636
"17",0.00339457,0.999858669628951,0.000141330371048756,0,0.0430513595166163,0.956948640483384,0,0.222222222222222,0.111111111111111,0.666666666666667
"18",0.00359425,0.999841087450798,0.00015891254920177,0,0.0419475655430712,0.955056179775281,0.00299625468164794,0.25,0.0416666666666667,0.708333333333333
"19",0.00379393,0.999802663386494,0.000197336613506376,0,0.046969696969697,0.952272727272727,0.000757575757575758,0.266666666666667,0.133333333333333,0.6
"20",0.00399361,0.999792072682932,0.000204403125253301,3.52419181471209e-06,0.036191974822974,0.963021243115657,0.000786782061369001,0.0714285714285714,0.142857142857143,0.785714285714286
"21",0.00419329,0.99982536774951,0.000170916670691878,3.71557979764952e-06,0.038917089678511,0.958544839255499,0.00253807106598985,0,0.111111111111111,0.888888888888889
"22",0.00439297,0.999825018392953,0.000171004752341373,3.97685470561333e-06,0.0350734094616639,0.964926590538336,0,0.333333333333333,0,0.666666666666667
"23",0.00459265,0.99985750508162,0.000142494918379749,0,0.0284834488067744,0.969976905311778,0.00153964588144727,0.4,0,0.6
"24",0.00479233,0.999870798155532,0.000129201844467711,0,0.0315614617940199,0.96843853820598,0,0.222222222222222,0.111111111111111,0.666666666666667
"25",0.00499201,0.999845444113997,0.000154555886003325,0,0.0389830508474576,0.961016949152542,0,0,0.166666666666667,0.833333333333333
"26",0.00519169,0.99979776854857,0.000202231451429924,0,0.0384286934244236,0.960717335610589,0.00085397096498719,0.181818181818182,0,0.818181818181818
