,dataset,population,region,sample,sample_edges,strand
1569,1kg,IBS,EUR,HG01509,654,1
1570,1kg,IBS,EUR,HG01510,586,0
1571,1kg,IBS,EUR,HG01510,548,1
1572,1kg,IBS,EUR,HG01512,576,0
1573,1kg,IBS,EUR,HG01512,455,1
1574,1kg,IBS,EUR,HG01513,629,0
1575,1kg,IBS,EUR,HG01513,577,1
1576,1kg,IBS,EUR,HG01515,559,0
1577,1kg,IBS,EUR,HG01515,544,1
1578,1kg,IBS,EUR,HG01516,516,0
1579,1kg,IBS,EUR,HG01516,588,1
1580,1kg,IBS,EUR,HG01518,579,0
1581,1kg,IBS,EUR,HG01518,584,1
1582,1kg,IBS,EUR,HG01519,547,0
1583,1kg,IBS,EUR,HG01519,559,1
1584,1kg,IBS,EUR,HG01521,477,0
1585,1kg,IBS,EUR,HG01521,506,1
1586,1kg,IBS,EUR,HG01522,527,0
1587,1kg,IBS,EUR,HG01522,484,1
1588,1kg,IBS,EUR,HG01524,590,0
1589,1kg,IBS,EUR,HG01524,597,1
1590,1kg,IBS,EUR,HG01525,527,0
1591,1kg,IBS,EUR,HG01525,599,1
1592,1kg,IBS,EUR,HG01527,516,0
1593,1kg,IBS,EUR,HG01527,622,1
1594,1kg,IBS,EUR,HG01528,630,0
1595,1kg,IBS,EUR,HG01528,584,1
1596,1kg,IBS,EUR,HG01530,600,0
1597,1kg,IBS,EUR,HG01530,552,1
1598,1kg,IBS,EUR,HG01531,543,0
1599,1kg,IBS,EUR,HG01531,624,1
1600,1kg,IBS,EUR,HG01536,576,0
1601,1kg,IBS,EUR,HG01536,598,1
1602,1kg,IBS,EUR,HG01537,580,0
1603,1kg,IBS,EUR,HG01537,563,1
1604,1kg,CLM,AMR,HG01550,512,0
1605,1kg,CLM,AMR,HG01550,424,1
1606,1kg,CLM,AMR,HG01551,519,0
1607,1kg,CLM,AMR,HG01551,518,1
1608,1kg,CLM,AMR,HG01556,781,0
1609,1kg,CLM,AMR,HG01556,703,1
1610,1kg,PEL,AMR,HG01565,616,0
1611,1kg,PEL,AMR,HG01565,604,1
1612,1kg,PEL,AMR,HG01566,536,0
1613,1kg,PEL,AMR,HG01566,603,1
1614,1kg,PEL,AMR,HG01571,535,0
1615,1kg,PEL,AMR,HG01571,543,1
1616,1kg,PEL,AMR,HG01572,477,0
1617,1kg,PEL,AMR,HG01572,532,1
1618,1kg,PEL,AMR,HG01577,628,0
1619,1kg,PEL,AMR,HG01577,572,1
1620,1kg,PEL,AMR,HG01578,551,0
1621,1kg,PEL,AMR,HG01578,584,1
1622,1kg,PJL,SAS,HG01583,802,0
1623,1kg,PJL,SAS,HG01583,810,1
1624,1kg,PJL,SAS,HG01586,693,0
1625,1kg,PJL,SAS,HG01586,767,1
1626,1kg,PJL,SAS,HG01589,841,0
1627,1kg,PJL,SAS,HG01589,810,1
1628,1kg,PJL,SAS,HG01593,726,0
1629,1kg,PJL,SAS,HG01593,708,1
1630,1kg,KHV,EAS,HG01595,688,0
1631,1kg,KHV,EAS,HG01595,689,1
1632,1kg,KHV,EAS,HG01596,645,0
1633,1kg,KHV,EAS,HG01596,598,1
1634,1kg,KHV,EAS,HG01597,676,0
1635,1kg,KHV,EAS,HG01597,695,1
1636,1kg,KHV,EAS,HG01598,671,0
1637,1kg,KHV,EAS,HG01598,620,1
1638,1kg,KHV,EAS,HG01599,642,0
1639,1kg,KHV,EAS,HG01599,629,1
1640,1kg,KHV,EAS,HG01600,710,0
1641,1kg,KHV,EAS,HG01600,670,1
1642,1kg,IBS,EUR,HG01602,545,0
1643,1kg,IBS,EUR,HG01602,670,1
1644,1kg,IBS,EUR,HG01603,594,0
1645,1kg,IBS,EUR,HG01603,580,1
1646,1kg,IBS,EUR,HG01605,598,0
1647,1kg,IBS,EUR,HG01605,533,1
1648,1kg,IBS,EUR,HG01606,609,0
1649,1kg,IBS,EUR,HG01606,567,1
1650,1kg,IBS,EUR,HG01607,608,0
1651,1kg,IBS,EUR,HG01607,542,1
1652,1kg,IBS,EUR,HG01608,568,0
1653,1kg,IBS,EUR,HG01608,578,1
1654,1kg,IBS,EUR,HG01610,571,0
1655,1kg,IBS,EUR,HG01610,582,1
1656,1kg,IBS,EUR,HG01612,601,0
1657,1kg,IBS,EUR,HG01612,581,1
1658,1kg,IBS,EUR,HG01613,633,0
1659,1kg,IBS,EUR,HG01613,551,1
1660,1kg,IBS,EUR,HG01615,610,0
1661,1kg,IBS,EUR,HG01615,610,1
1662,1kg,IBS,EUR,HG01617,605,0
1663,1kg,IBS,EUR,HG01617,549,1
1664,1kg,IBS,EUR,HG01618,570,0
1665,1kg,IBS,EUR,HG01618,602,1
1666,1kg,IBS,EUR,HG01619,601,0
1667,1kg,IBS,EUR,HG01619,555,1
1668,1kg,IBS,EUR,HG01620,563,0
1669,1kg,IBS,EUR,HG01620,531,1
1670,1kg,IBS,EUR,HG01623,524,0
1671,1kg,IBS,EUR,HG01623,575,1
1672,1kg,IBS,EUR,HG01624,615,0
1673,1kg,IBS,EUR,HG01624,533,1
1674,1kg,IBS,EUR,HG01625,533,0
1675,1kg,IBS,EUR,HG01625,639,1
1676,1kg,IBS,EUR,HG01626,597,0
1677,1kg,IBS,EUR,HG01626,653,1
1678,1kg,IBS,EUR,HG01628,575,0
1679,1kg,IBS,EUR,HG01628,623,1
1680,1kg,IBS,EUR,HG01630,541,0
1681,1kg,IBS,EUR,HG01630,586,1
1682,1kg,IBS,EUR,HG01631,593,0
1683,1kg,IBS,EUR,HG01631,598,1
1684,1kg,IBS,EUR,HG01632,646,0
1685,1kg,IBS,EUR,HG01632,618,1
1686,1kg,IBS,EUR,HG01668,590,0
1687,1kg,IBS,EUR,HG01668,584,1
1688,1kg,IBS,EUR,HG01669,599,0
1689,1kg,IBS,EUR,HG01669,575,1
1690,1kg,IBS,EUR,HG01670,600,0
1691,1kg,IBS,EUR,HG01670,520,1
1692,1kg,IBS,EUR,HG01672,571,0
1693,1kg,IBS,EUR,HG01672,574,1
1694,1kg,IBS,EUR,HG01673,568,0
1695,1kg,IBS,EUR,HG01673,557,1
1696,1kg,IBS,EUR,HG01675,594,0
1697,1kg,IBS,EUR,HG01675,608,1
1698,1kg,IBS,EUR,HG01676,511,0
1699,1kg,IBS,EUR,HG01676,549,1
1700,1kg,IBS,EUR,HG01678,593,0
1701,1kg,IBS,EUR,HG01678,575,1
1702,1kg,IBS,EUR,HG01679,560,0
1703,1kg,IBS,EUR,HG01679,530,1
1704,1kg,IBS,EUR,HG01680,594,0
1705,1kg,IBS,EUR,HG01680,600,1
1706,1kg,IBS,EUR,HG01682,587,0
1707,1kg,IBS,EUR,HG01682,569,1
1708,1kg,IBS,EUR,HG01684,621,0
1709,1kg,IBS,EUR,HG01684,560,1
1710,1kg,IBS,EUR,HG01685,549,0
1711,1kg,IBS,EUR,HG01685,576,1
1712,1kg,IBS,EUR,HG01686,522,0
1713,1kg,IBS,EUR,HG01686,587,1
1714,1kg,IBS,EUR,HG01694,572,0
1715,1kg,IBS,EUR,HG01694,563,1
1716,1kg,IBS,EUR,HG01695,581,0
1717,1kg,IBS,EUR,HG01695,599,1
1718,1kg,IBS,EUR,HG01697,603,0
1719,1kg,IBS,EUR,HG01697,535,1
1720,1kg,IBS,EUR,HG01699,592,0
1721,1kg,IBS,EUR,HG01699,616,1
1722,1kg,IBS,EUR,HG01700,518,0
1723,1kg,IBS,EUR,HG01700,527,1
1724,1kg,IBS,EUR,HG01702,471,0
1725,1kg,IBS,EUR,HG01702,449,1
1726,1kg,IBS,EUR,HG01704,587,0
1727,1kg,IBS,EUR,HG01704,617,1
1728,1kg,IBS,EUR,HG01705,572,0
1729,1kg,IBS,EUR,HG01705,585,1
1730,1kg,IBS,EUR,HG01707,608,0
1731,1kg,IBS,EUR,HG01707,611,1
1732,1kg,IBS,EUR,HG01708,666,0
1733,1kg,IBS,EUR,HG01708,616,1
1734,1kg,IBS,EUR,HG01709,547,0
1735,1kg,IBS,EUR,HG01709,657,1
1736,1kg,IBS,EUR,HG01710,584,0
1737,1kg,IBS,EUR,HG01710,598,1
1738,1kg,IBS,EUR,HG01746,666,0
1739,1kg,IBS,EUR,HG01746,573,1
1740,1kg,IBS,EUR,HG01747,518,0
1741,1kg,IBS,EUR,HG01747,612,1
1742,1kg,IBS,EUR,HG01756,624,0
1743,1kg,IBS,EUR,HG01756,534,1
1744,1kg,IBS,EUR,HG01757,591,0
1745,1kg,IBS,EUR,HG01757,620,1
1746,1kg,IBS,EUR,HG01761,575,0
1747,1kg,IBS,EUR,HG01761,601,1
1748,1kg,IBS,EUR,HG01762,542,0
1749,1kg,IBS,EUR,HG01762,542,1
1750,1kg,IBS,EUR,HG01765,609,0
1751,1kg,IBS,EUR,HG01765,636,1
1752,1kg,IBS,EUR,HG01766,602,0
1753,1kg,IBS,EUR,HG01766,658,1
1754,1kg,IBS,EUR,HG01767,704,0
1755,1kg,IBS,EUR,HG01767,669,1
1756,1kg,IBS,EUR,HG01768,570,0
1757,1kg,IBS,EUR,HG01768,595,1
1758,1kg,IBS,EUR,HG01770,525,0
1759,1kg,IBS,EUR,HG01770,571,1
1760,1kg,IBS,EUR,HG01771,557,0
1761,1kg,IBS,EUR,HG01771,582,1
1762,1kg,IBS,EUR,HG01773,564,0
1763,1kg,IBS,EUR,HG01773,609,1
1764,1kg,IBS,EUR,HG01775,562,0
1765,1kg,IBS,EUR,HG01775,588,1
1766,1kg,IBS,EUR,HG01776,499,0
1767,1kg,IBS,EUR,HG01776,593,1
1768,1kg,IBS,EUR,HG01777,596,0
1769,1kg,IBS,EUR,HG01777,548,1
1770,1kg,IBS,EUR,HG01779,536,0
1771,1kg,IBS,EUR,HG01779,521,1
1772,1kg,IBS,EUR,HG01781,582,0
1773,1kg,IBS,EUR,HG01781,598,1
1774,1kg,IBS,EUR,HG01783,577,0
1775,1kg,IBS,EUR,HG01783,598,1
1776,1kg,IBS,EUR,HG01784,564,0
1777,1kg,IBS,EUR,HG01784,576,1
1778,1kg,IBS,EUR,HG01785,670,0
1779,1kg,IBS,EUR,HG01785,717,1
1780,1kg,IBS,EUR,HG01786,666,0
1781,1kg,IBS,EUR,HG01786,642,1
1782,1kg,GBR,EUR,HG01789,546,0
1783,1kg,GBR,EUR,HG01789,565,1
1784,1kg,GBR,EUR,HG01790,601,0
1785,1kg,GBR,EUR,HG01790,570,1
1786,1kg,GBR,EUR,HG01791,534,0
1787,1kg,GBR,EUR,HG01791,486,1
1788,1kg,CDX,EAS,HG01794,568,0
1789,1kg,CDX,EAS,HG01794,578,1
1790,1kg,CDX,EAS,HG01795,579,0
1791,1kg,CDX,EAS,HG01795,590,1
1792,1kg,CDX,EAS,HG01796,577,0
1793,1kg,CDX,EAS,HG01796,691,1
1794,1kg,CDX,EAS,HG01797,693,0
1795,1kg,CDX,EAS,HG01797,667,1
1796,1kg,CDX,EAS,HG01798,720,0
1797,1kg,CDX,EAS,HG01798,746,1
1798,1kg,CDX,EAS,HG01799,634,0
1799,1kg,CDX,EAS,HG01799,625,1
1800,1kg,CDX,EAS,HG01800,579,0
1801,1kg,CDX,EAS,HG01800,624,1
1802,1kg,CDX,EAS,HG01801,654,0
1803,1kg,CDX,EAS,HG01801,555,1
1804,1kg,CDX,EAS,HG01802,644,0
1805,1kg,CDX,EAS,HG01802,615,1
1806,1kg,CDX,EAS,HG01804,598,0
1807,1kg,CDX,EAS,HG01804,627,1
1808,1kg,CDX,EAS,HG01805,584,0
1809,1kg,CDX,EAS,HG01805,577,1
1810,1kg,CDX,EAS,HG01806,526,0
1811,1kg,CDX,EAS,HG01806,664,1
1812,1kg,CDX,EAS,HG01807,577,0
1813,1kg,CDX,EAS,HG01807,638,1
1814,1kg,CDX,EAS,HG01808,563,0
1815,1kg,CDX,EAS,HG01808,628,1
1816,1kg,CDX,EAS,HG01809,621,0
1817,1kg,CDX,EAS,HG01809,595,1
1818,1kg,CDX,EAS,HG01810,659,0
1819,1kg,CDX,EAS,HG01810,583,1
1820,1kg,CDX,EAS,HG01811,557,0
1821,1kg,CDX,EAS,HG01811,619,1
1822,1kg,CDX,EAS,HG01812,612,0
1823,1kg,CDX,EAS,HG01812,638,1
1824,1kg,CDX,EAS,HG01813,568,0
1825,1kg,CDX,EAS,HG01813,607,1
1826,1kg,CDX,EAS,HG01815,635,0
1827,1kg,CDX,EAS,HG01815,664,1
1828,1kg,CDX,EAS,HG01816,624,0
1829,1kg,CDX,EAS,HG01816,467,1
1830,1kg,CDX,EAS,HG01817,653,0
1831,1kg,CDX,EAS,HG01817,701,1
1832,1kg,KHV,EAS,HG01840,707,0
1833,1kg,KHV,EAS,HG01840,712,1
1834,1kg,KHV,EAS,HG01841,699,0
1835,1kg,KHV,EAS,HG01841,664,1
1836,1kg,KHV,EAS,HG01842,692,0
1837,1kg,KHV,EAS,HG01842,671,1
1838,1kg,KHV,EAS,HG01843,651,0
1839,1kg,KHV,EAS,HG01843,683,1
1840,1kg,KHV,EAS,HG01844,689,0
1841,1kg,KHV,EAS,HG01844,697,1
1842,1kg,KHV,EAS,HG01845,730,0
1843,1kg,KHV,EAS,HG01845,665,1
1844,1kg,KHV,EAS,HG01846,705,0
1845,1kg,KHV,EAS,HG01846,718,1
1846,1kg,KHV,EAS,HG01847,719,0
1847,1kg,KHV,EAS,HG01847,684,1
1848,1kg,KHV,EAS,HG01848,597,0
1849,1kg,KHV,EAS,HG01848,642,1
1850,1kg,KHV,EAS,HG01849,651,0
1851,1kg,KHV,EAS,HG01849,680,1
1852,1kg,KHV,EAS,HG01850,635,0
1853,1kg,KHV,EAS,HG01850,613,1
1854,1kg,KHV,EAS,HG01851,753,0
1855,1kg,KHV,EAS,HG01851,633,1
1856,1kg,KHV,EAS,HG01852,648,0
1857,1kg,KHV,EAS,HG01852,682,1
1858,1kg,KHV,EAS,HG01853,748,0
1859,1kg,KHV,EAS,HG01853,684,1
1860,1kg,KHV,EAS,HG01855,646,0
1861,1kg,KHV,EAS,HG01855,722,1
1862,1kg,KHV,EAS,HG01857,661,0
1863,1kg,KHV,EAS,HG01857,707,1
1864,1kg,KHV,EAS,HG01858,672,0
1865,1kg,KHV,EAS,HG01858,665,1
1866,1kg,KHV,EAS,HG01859,622,0
1867,1kg,KHV,EAS,HG01859,638,1
1868,1kg,KHV,EAS,HG01860,671,0
1869,1kg,KHV,EAS,HG01860,631,1
1870,1kg,KHV,EAS,HG01861,696,0
1871,1kg,KHV,EAS,HG01861,732,1
1872,1kg,KHV,EAS,HG01862,670,0
1873,1kg,KHV,EAS,HG01862,636,1
1874,1kg,KHV,EAS,HG01863,601,0
1875,1kg,KHV,EAS,HG01863,646,1
1876,1kg,KHV,EAS,HG01864,634,0
1877,1kg,KHV,EAS,HG01864,666,1
1878,1kg,KHV,EAS,HG01865,701,0
1879,1kg,KHV,EAS,HG01865,621,1
1880,1kg,KHV,EAS,HG01866,651,0
1881,1kg,KHV,EAS,HG01866,714,1
1882,1kg,KHV,EAS,HG01867,657,0
1883,1kg,KHV,EAS,HG01867,583,1
1884,1kg,KHV,EAS,HG01868,721,0
1885,1kg,KHV,EAS,HG01868,706,1
1886,1kg,KHV,EAS,HG01869,657,0
1887,1kg,KHV,EAS,HG01869,733,1
1888,1kg,KHV,EAS,HG01870,682,0
1889,1kg,KHV,EAS,HG01870,710,1
1890,1kg,KHV,EAS,HG01871,711,0
1891,1kg,KHV,EAS,HG01871,782,1
1892,1kg,KHV,EAS,HG01872,741,0
1893,1kg,KHV,EAS,HG01872,722,1
1894,1kg,KHV,EAS,HG01873,630,0
1895,1kg,KHV,EAS,HG01873,655,1
1896,1kg,KHV,EAS,HG01874,724,0
1897,1kg,KHV,EAS,HG01874,711,1
1898,1kg,KHV,EAS,HG01878,614,0
1899,1kg,KHV,EAS,HG01878,706,1
1900,1kg,ACB,AFR,HG01879,757,0
1901,1kg,ACB,AFR,HG01879,708,1
1902,1kg,ACB,AFR,HG01880,693,0
1903,1kg,ACB,AFR,HG01880,702,1
1904,1kg,ACB,AFR,HG01882,700,0
1905,1kg,ACB,AFR,HG01882,793,1
1906,1kg,ACB,AFR,HG01883,655,0
1907,1kg,ACB,AFR,HG01883,637,1
1908,1kg,ACB,AFR,HG01885,1002,0
1909,1kg,ACB,AFR,HG01885,784,1
1910,1kg,ACB,AFR,HG01886,636,0
1911,1kg,ACB,AFR,HG01886,795,1
1912,1kg,ACB,AFR,HG01889,714,0
1913,1kg,ACB,AFR,HG01889,818,1
1914,1kg,ACB,AFR,HG01890,816,0
1915,1kg,ACB,AFR,HG01890,436,1
1916,1kg,PEL,AMR,HG01892,614,0
1917,1kg,PEL,AMR,HG01892,642,1
1918,1kg,PEL,AMR,HG01893,615,0
1919,1kg,PEL,AMR,HG01893,794,1
1920,1kg,ACB,AFR,HG01894,757,0
1921,1kg,ACB,AFR,HG01894,658,1
1922,1kg,ACB,AFR,HG01896,802,0
1923,1kg,ACB,AFR,HG01896,742,1
1924,1kg,ACB,AFR,HG01912,702,0
1925,1kg,ACB,AFR,HG01912,772,1
1926,1kg,ACB,AFR,HG01914,622,0
1927,1kg,ACB,AFR,HG01914,914,1
1928,1kg,ACB,AFR,HG01915,735,0
1929,1kg,ACB,AFR,HG01915,668,1
1930,1kg,PEL,AMR,HG01917,561,0
1931,1kg,PEL,AMR,HG01917,572,1
1932,1kg,PEL,AMR,HG01918,566,0
1933,1kg,PEL,AMR,HG01918,579,1
1934,1kg,PEL,AMR,HG01920,539,0
1935,1kg,PEL,AMR,HG01920,564,1
1936,1kg,PEL,AMR,HG01921,585,0
1937,1kg,PEL,AMR,HG01921,643,1
1938,1kg,PEL,AMR,HG01923,539,0
1939,1kg,PEL,AMR,HG01923,596,1
1940,1kg,PEL,AMR,HG01924,610,0
1941,1kg,PEL,AMR,HG01924,591,1
1942,1kg,PEL,AMR,HG01926,600,0
1943,1kg,PEL,AMR,HG01926,572,1
1944,1kg,PEL,AMR,HG01927,520,0
1945,1kg,PEL,AMR,HG01927,594,1
1946,1kg,PEL,AMR,HG01932,558,0
1947,1kg,PEL,AMR,HG01932,480,1
1948,1kg,PEL,AMR,HG01933,593,0
1949,1kg,PEL,AMR,HG01933,691,1
1950,1kg,PEL,AMR,HG01935,540,0
1951,1kg,PEL,AMR,HG01935,502,1
1952,1kg,PEL,AMR,HG01936,609,0
1953,1kg,PEL,AMR,HG01936,504,1
1954,1kg,PEL,AMR,HG01938,592,0
1955,1kg,PEL,AMR,HG01938,528,1
1956,1kg,PEL,AMR,HG01939,570,0
1957,1kg,PEL,AMR,HG01939,569,1
1958,1kg,PEL,AMR,HG01941,595,0
1959,1kg,PEL,AMR,HG01941,601,1
1960,1kg,PEL,AMR,HG01942,563,0
1961,1kg,PEL,AMR,HG01942,621,1
1962,1kg,PEL,AMR,HG01944,625,0
1963,1kg,PEL,AMR,HG01944,592,1
1964,1kg,PEL,AMR,HG01945,588,0
1965,1kg,PEL,AMR,HG01945,516,1
1966,1kg,PEL,AMR,HG01947,546,0
1967,1kg,PEL,AMR,HG01947,588,1
1968,1kg,PEL,AMR,HG01948,599,0
1969,1kg,PEL,AMR,HG01948,585,1
1970,1kg,PEL,AMR,HG01950,629,0
1971,1kg,PEL,AMR,HG01950,609,1
1972,1kg,PEL,AMR,HG01951,562,0
1973,1kg,PEL,AMR,HG01951,583,1
1974,1kg,PEL,AMR,HG01953,595,0
1975,1kg,PEL,AMR,HG01953,574,1
1976,1kg,PEL,AMR,HG01954,587,0
1977,1kg,PEL,AMR,HG01954,587,1
1978,1kg,ACB,AFR,HG01956,790,0
1979,1kg,ACB,AFR,HG01956,868,1
1980,1kg,ACB,AFR,HG01958,678,0
1981,1kg,ACB,AFR,HG01958,626,1
1982,1kg,PEL,AMR,HG01961,607,0
1983,1kg,PEL,AMR,HG01961,619,1
1984,1kg,PEL,AMR,HG01965,613,0
1985,1kg,PEL,AMR,HG01965,631,1
1986,1kg,PEL,AMR,HG01967,596,0
1987,1kg,PEL,AMR,HG01967,611,1
1988,1kg,PEL,AMR,HG01968,590,0
1989,1kg,PEL,AMR,HG01968,614,1
1990,1kg,PEL,AMR,HG01970,595,0
1991,1kg,PEL,AMR,HG01970,548,1
1992,1kg,PEL,AMR,HG01971,592,0
1993,1kg,PEL,AMR,HG01971,593,1
1994,1kg,PEL,AMR,HG01973,578,0
1995,1kg,PEL,AMR,HG01973,633,1
1996,1kg,PEL,AMR,HG01974,612,0
1997,1kg,PEL,AMR,HG01974,632,1
1998,1kg,PEL,AMR,HG01976,555,0
1999,1kg,PEL,AMR,HG01976,597,1
2000,1kg,PEL,AMR,HG01977,573,0
2001,1kg,PEL,AMR,HG01977,599,1
2002,1kg,PEL,AMR,HG01979,567,0
2003,1kg,PEL,AMR,HG01979,580,1
2004,1kg,PEL,AMR,HG01980,491,0
2005,1kg,PEL,AMR,HG01980,609,1
2006,1kg,PEL,AMR,HG01982,583,0
2007,1kg,PEL,AMR,HG01982,512,1
2008,1kg,ACB,AFR,HG01985,752,0
2009,1kg,ACB,AFR,HG01985,749,1
2010,1kg,ACB,AFR,HG01986,745,0
2011,1kg,ACB,AFR,HG01986,651,1
2012,1kg,ACB,AFR,HG01988,621,0
2013,1kg,ACB,AFR,HG01988,687,1
2014,1kg,ACB,AFR,HG01989,673,0
2015,1kg,ACB,AFR,HG01989,619,1
2016,1kg,ACB,AFR,HG01990,861,0
2017,1kg,ACB,AFR,HG01990,750,1
2018,1kg,PEL,AMR,HG01991,574,0
2019,1kg,PEL,AMR,HG01991,585,1
2020,1kg,PEL,AMR,HG01992,586,0
2021,1kg,PEL,AMR,HG01992,570,1
2022,1kg,PEL,AMR,HG01997,601,0
2023,1kg,PEL,AMR,HG01997,624,1
2024,1kg,PEL,AMR,HG02002,581,0
2025,1kg,PEL,AMR,HG02002,511,1
2026,1kg,PEL,AMR,HG02003,528,0
2027,1kg,PEL,AMR,HG02003,546,1
2028,1kg,PEL,AMR,HG02006,613,0
2029,1kg,PEL,AMR,HG02006,644,1
2030,1kg,PEL,AMR,HG02008,587,0
2031,1kg,PEL,AMR,HG02008,496,1
2032,1kg,ACB,AFR,HG02009,631,0
2033,1kg,ACB,AFR,HG02009,747,1
2034,1kg,ACB,AFR,HG02010,609,0
2035,1kg,ACB,AFR,HG02010,663,1
2036,1kg,ACB,AFR,HG02012,705,0
2037,1kg,ACB,AFR,HG02012,688,1
2038,1kg,ACB,AFR,HG02013,752,0
2039,1kg,ACB,AFR,HG02013,788,1
2040,1kg,ACB,AFR,HG02014,728,0
2041,1kg,ACB,AFR,HG02014,788,1
2042,1kg,KHV,EAS,HG02016,638,0
2043,1kg,KHV,EAS,HG02016,663,1
2044,1kg,KHV,EAS,HG02017,696,0
2045,1kg,KHV,EAS,HG02017,642,1
2046,1kg,KHV,EAS,HG02019,687,0
2047,1kg,KHV,EAS,HG02019,627,1
2048,1kg,KHV,EAS,HG02020,634,0
2049,1kg,KHV,EAS,HG02020,672,1
2050,1kg,KHV,EAS,HG02023,586,0
2051,1kg,KHV,EAS,HG02023,671,1
2052,1kg,KHV,EAS,HG02025,658,0
2053,1kg,KHV,EAS,HG02025,670,1
2054,1kg,KHV,EAS,HG02026,704,0
2055,1kg,KHV,EAS,HG02026,633,1
2056,1kg,KHV,EAS,HG02028,685,0
2057,1kg,KHV,EAS,HG02028,654,1
2058,1kg,KHV,EAS,HG02029,697,0
2059,1kg,KHV,EAS,HG02029,723,1
2060,1kg,KHV,EAS,HG02031,701,0
2061,1kg,KHV,EAS,HG02031,627,1
2062,1kg,KHV,EAS,HG02032,740,0
2063,1kg,KHV,EAS,HG02032,547,1
2064,1kg,KHV,EAS,HG02035,708,0
2065,1kg,KHV,EAS,HG02035,675,1
2066,1kg,KHV,EAS,HG02040,716,0
2067,1kg,KHV,EAS,HG02040,689,1
2068,1kg,KHV,EAS,HG02047,682,0
2069,1kg,KHV,EAS,HG02047,634,1
2070,1kg,KHV,EAS,HG02048,682,0
2071,1kg,KHV,EAS,HG02048,675,1
2072,1kg,KHV,EAS,HG02049,713,0
2073,1kg,KHV,EAS,HG02049,667,1
2074,1kg,KHV,EAS,HG02050,664,0
2075,1kg,KHV,EAS,HG02050,650,1
2076,1kg,ACB,AFR,HG02051,746,0
2077,1kg,ACB,AFR,HG02051,817,1
2078,1kg,ACB,AFR,HG02052,538,0
2079,1kg,ACB,AFR,HG02052,618,1
2080,1kg,ACB,AFR,HG02053,845,0
2081,1kg,ACB,AFR,HG02053,873,1
2082,1kg,ACB,AFR,HG02054,642,0
2083,1kg,ACB,AFR,HG02054,576,1
2084,1kg,KHV,EAS,HG02057,692,0
2085,1kg,KHV,EAS,HG02057,640,1
2086,1kg,KHV,EAS,HG02058,690,0
2087,1kg,KHV,EAS,HG02058,632,1
2088,1kg,KHV,EAS,HG02060,598,0
2089,1kg,KHV,EAS,HG02060,559,1
2090,1kg,KHV,EAS,HG02061,623,0
2091,1kg,KHV,EAS,HG02061,588,1
2092,1kg,KHV,EAS,HG02064,736,0
2093,1kg,KHV,EAS,HG02064,635,1
2094,1kg,KHV,EAS,HG02067,780,0
2095,1kg,KHV,EAS,HG02067,762,1
2096,1kg,KHV,EAS,HG02069,715,0
2097,1kg,KHV,EAS,HG02069,671,1
2098,1kg,KHV,EAS,HG02070,679,0
2099,1kg,KHV,EAS,HG02070,640,1
2100,1kg,KHV,EAS,HG02072,649,0
2101,1kg,KHV,EAS,HG02072,659,1
2102,1kg,KHV,EAS,HG02073,687,0
2103,1kg,KHV,EAS,HG02073,656,1
2104,1kg,KHV,EAS,HG02075,710,0
2105,1kg,KHV,EAS,HG02075,653,1
2106,1kg,KHV,EAS,HG02076,667,0
2107,1kg,KHV,EAS,HG02076,579,1
2108,1kg,KHV,EAS,HG02078,715,0
2109,1kg,KHV,EAS,HG02078,660,1
2110,1kg,KHV,EAS,HG02079,661,0
2111,1kg,KHV,EAS,HG02079,633,1
2112,1kg,KHV,EAS,HG02081,665,0
2113,1kg,KHV,EAS,HG02081,641,1
2114,1kg,KHV,EAS,HG02082,616,0
2115,1kg,KHV,EAS,HG02082,606,1
2116,1kg,KHV,EAS,HG02084,698,0
2117,1kg,KHV,EAS,HG02084,556,1
2118,1kg,KHV,EAS,HG02085,634,0
2119,1kg,KHV,EAS,HG02085,657,1
2120,1kg,KHV,EAS,HG02086,645,0
2121,1kg,KHV,EAS,HG02086,678,1
2122,1kg,KHV,EAS,HG02087,673,0
2123,1kg,KHV,EAS,HG02087,593,1
2124,1kg,KHV,EAS,HG02088,722,0
2125,1kg,KHV,EAS,HG02088,625,1
2126,1kg,PEL,AMR,HG02089,551,0
2127,1kg,PEL,AMR,HG02089,619,1
2128,1kg,PEL,AMR,HG02090,603,0
2129,1kg,PEL,AMR,HG02090,560,1
2130,1kg,ACB,AFR,HG02095,770,0
2131,1kg,ACB,AFR,HG02095,771,1
2132,1kg,PEL,AMR,HG02102,620,0
2133,1kg,PEL,AMR,HG02102,639,1
2134,1kg,PEL,AMR,HG02104,535,0
2135,1kg,PEL,AMR,HG02104,554,1
2136,1kg,PEL,AMR,HG02105,563,0
2137,1kg,PEL,AMR,HG02105,642,1
2138,1kg,ACB,AFR,HG02107,742,0
2139,1kg,ACB,AFR,HG02107,722,1
2140,1kg,ACB,AFR,HG02108,697,0
2141,1kg,ACB,AFR,HG02108,739,1
2142,1kg,ACB,AFR,HG02111,718,0
2143,1kg,ACB,AFR,HG02111,714,1
2144,1kg,KHV,EAS,HG02113,720,0
2145,1kg,KHV,EAS,HG02113,707,1
2146,1kg,KHV,EAS,HG02116,729,0
2147,1kg,KHV,EAS,HG02116,755,1
2148,1kg,KHV,EAS,HG02121,659,0
2149,1kg,KHV,EAS,HG02121,670,1
2150,1kg,KHV,EAS,HG02122,641,0
