,dataset,population,region,sample,sample_edges,strand
2733,1kg,GWD,AFR,HG02805,881,1
2734,1kg,GWD,AFR,HG02807,798,0
2735,1kg,GWD,AFR,HG02807,786,1
2736,1kg,GWD,AFR,HG02808,819,0
2737,1kg,GWD,AFR,HG02808,850,1
2738,1kg,GWD,AFR,HG02810,782,0
2739,1kg,GWD,AFR,HG02810,876,1
2740,1kg,GWD,AFR,HG02811,908,0
2741,1kg,GWD,AFR,HG02811,979,1
2742,1kg,GWD,AFR,HG02813,812,0
2743,1kg,GWD,AFR,HG02813,829,1
2744,1kg,GWD,AFR,HG02814,731,0
2745,1kg,GWD,AFR,HG02814,848,1
2746,1kg,GWD,AFR,HG02816,867,0
2747,1kg,GWD,AFR,HG02816,867,1
2748,1kg,GWD,AFR,HG02817,752,0
2749,1kg,GWD,AFR,HG02817,892,1
2750,1kg,GWD,AFR,HG02819,808,0
2751,1kg,GWD,AFR,HG02819,777,1
2752,1kg,GWD,AFR,HG02820,1025,0
2753,1kg,GWD,AFR,HG02820,857,1
2754,1kg,GWD,AFR,HG02836,879,0
2755,1kg,GWD,AFR,HG02836,958,1
2756,1kg,GWD,AFR,HG02837,909,0
2757,1kg,GWD,AFR,HG02837,900,1
2758,1kg,GWD,AFR,HG02839,790,0
2759,1kg,GWD,AFR,HG02839,912,1
2760,1kg,GWD,AFR,HG02840,775,0
2761,1kg,GWD,AFR,HG02840,975,1
2762,1kg,GWD,AFR,HG02851,857,0
2763,1kg,GWD,AFR,HG02851,959,1
2764,1kg,GWD,AFR,HG02852,765,0
2765,1kg,GWD,AFR,HG02852,732,1
2766,1kg,GWD,AFR,HG02854,806,0
2767,1kg,GWD,AFR,HG02854,905,1
2768,1kg,GWD,AFR,HG02855,645,0
2769,1kg,GWD,AFR,HG02855,814,1
2770,1kg,GWD,AFR,HG02860,741,0
2771,1kg,GWD,AFR,HG02860,786,1
2772,1kg,GWD,AFR,HG02861,861,0
2773,1kg,GWD,AFR,HG02861,778,1
2774,1kg,GWD,AFR,HG02870,841,0
2775,1kg,GWD,AFR,HG02870,956,1
2776,1kg,GWD,AFR,HG02878,756,0
2777,1kg,GWD,AFR,HG02878,891,1
2778,1kg,GWD,AFR,HG02879,808,0
2779,1kg,GWD,AFR,HG02879,789,1
2780,1kg,GWD,AFR,HG02881,772,0
2781,1kg,GWD,AFR,HG02881,867,1
2782,1kg,GWD,AFR,HG02882,851,0
2783,1kg,GWD,AFR,HG02882,723,1
2784,1kg,GWD,AFR,HG02884,758,0
2785,1kg,GWD,AFR,HG02884,738,1
2786,1kg,GWD,AFR,HG02885,796,0
2787,1kg,GWD,AFR,HG02885,770,1
2788,1kg,GWD,AFR,HG02887,846,0
2789,1kg,GWD,AFR,HG02887,807,1
2790,1kg,GWD,AFR,HG02888,860,0
2791,1kg,GWD,AFR,HG02888,762,1
2792,1kg,GWD,AFR,HG02890,923,0
2793,1kg,GWD,AFR,HG02890,859,1
2794,1kg,GWD,AFR,HG02891,837,0
2795,1kg,GWD,AFR,HG02891,884,1
2796,1kg,GWD,AFR,HG02895,742,0
2797,1kg,GWD,AFR,HG02895,699,1
2798,1kg,GWD,AFR,HG02896,793,0
2799,1kg,GWD,AFR,HG02896,723,1
2800,1kg,ESN,AFR,HG02922,654,0
2801,1kg,ESN,AFR,HG02922,635,1
2802,1kg,ESN,AFR,HG02923,510,0
2803,1kg,ESN,AFR,HG02923,713,1
2804,1kg,ESN,AFR,HG02938,584,0
2805,1kg,ESN,AFR,HG02938,724,1
2806,1kg,ESN,AFR,HG02941,654,0
2807,1kg,ESN,AFR,HG02941,681,1
2808,1kg,ESN,AFR,HG02943,695,0
2809,1kg,ESN,AFR,HG02943,639,1
2810,1kg,ESN,AFR,HG02944,502,0
2811,1kg,ESN,AFR,HG02944,488,1
2812,1kg,ESN,AFR,HG02946,879,0
2813,1kg,ESN,AFR,HG02946,826,1
2814,1kg,ESN,AFR,HG02947,875,0
2815,1kg,ESN,AFR,HG02947,704,1
2816,1kg,ESN,AFR,HG02952,635,0
2817,1kg,ESN,AFR,HG02952,617,1
2818,1kg,ESN,AFR,HG02953,536,0
2819,1kg,ESN,AFR,HG02953,566,1
2820,1kg,ESN,AFR,HG02968,689,0
2821,1kg,ESN,AFR,HG02968,640,1
2822,1kg,ESN,AFR,HG02970,606,0
2823,1kg,ESN,AFR,HG02970,703,1
2824,1kg,ESN,AFR,HG02971,620,0
2825,1kg,ESN,AFR,HG02971,608,1
2826,1kg,ESN,AFR,HG02973,502,0
2827,1kg,ESN,AFR,HG02973,490,1
2828,1kg,ESN,AFR,HG02974,578,0
2829,1kg,ESN,AFR,HG02974,623,1
2830,1kg,ESN,AFR,HG02976,692,0
2831,1kg,ESN,AFR,HG02976,681,1
2832,1kg,ESN,AFR,HG02977,658,0
2833,1kg,ESN,AFR,HG02977,665,1
2834,1kg,ESN,AFR,HG02979,751,0
2835,1kg,ESN,AFR,HG02979,646,1
2836,1kg,ESN,AFR,HG02981,699,0
2837,1kg,ESN,AFR,HG02981,685,1
2838,1kg,GWD,AFR,HG02982,766,0
2839,1kg,GWD,AFR,HG02982,766,1
2840,1kg,GWD,AFR,HG02983,829,0
2841,1kg,GWD,AFR,HG02983,893,1
2842,1kg,BEB,SAS,HG03006,687,0
2843,1kg,BEB,SAS,HG03006,733,1
2844,1kg,BEB,SAS,HG03007,740,0
2845,1kg,BEB,SAS,HG03007,697,1
2846,1kg,BEB,SAS,HG03009,695,0
2847,1kg,BEB,SAS,HG03009,713,1
2848,1kg,BEB,SAS,HG03012,722,0
2849,1kg,BEB,SAS,HG03012,750,1
2850,1kg,PJL,SAS,HG03015,674,0
2851,1kg,PJL,SAS,HG03015,609,1
2852,1kg,PJL,SAS,HG03016,480,0
2853,1kg,PJL,SAS,HG03016,612,1
2854,1kg,PJL,SAS,HG03018,559,0
2855,1kg,PJL,SAS,HG03018,630,1
2856,1kg,PJL,SAS,HG03019,607,0
2857,1kg,PJL,SAS,HG03019,686,1
2858,1kg,PJL,SAS,HG03021,623,0
2859,1kg,PJL,SAS,HG03021,660,1
2860,1kg,PJL,SAS,HG03022,673,0
2861,1kg,PJL,SAS,HG03022,606,1
2862,1kg,GWD,AFR,HG03024,751,0
2863,1kg,GWD,AFR,HG03024,859,1
2864,1kg,GWD,AFR,HG03025,823,0
2865,1kg,GWD,AFR,HG03025,891,1
2866,1kg,GWD,AFR,HG03027,866,0
2867,1kg,GWD,AFR,HG03027,898,1
2868,1kg,GWD,AFR,HG03028,816,0
2869,1kg,GWD,AFR,HG03028,802,1
2870,1kg,GWD,AFR,HG03039,864,0
2871,1kg,GWD,AFR,HG03039,740,1
2872,1kg,GWD,AFR,HG03040,781,0
2873,1kg,GWD,AFR,HG03040,798,1
2874,1kg,GWD,AFR,HG03045,886,0
2875,1kg,GWD,AFR,HG03045,818,1
2876,1kg,GWD,AFR,HG03046,961,0
2877,1kg,GWD,AFR,HG03046,876,1
2878,1kg,GWD,AFR,HG03048,819,0
2879,1kg,GWD,AFR,HG03048,801,1
2880,1kg,GWD,AFR,HG03049,829,0
2881,1kg,GWD,AFR,HG03049,895,1
2882,1kg,MSL,AFR,HG03052,818,0
2883,1kg,MSL,AFR,HG03052,803,1
2884,1kg,MSL,AFR,HG03054,786,0
2885,1kg,MSL,AFR,HG03054,817,1
2886,1kg,MSL,AFR,HG03055,775,0
2887,1kg,MSL,AFR,HG03055,744,1
2888,1kg,MSL,AFR,HG03057,901,0
2889,1kg,MSL,AFR,HG03057,938,1
2890,1kg,MSL,AFR,HG03058,783,0
2891,1kg,MSL,AFR,HG03058,776,1
2892,1kg,MSL,AFR,HG03060,759,0
2893,1kg,MSL,AFR,HG03060,842,1
2894,1kg,MSL,AFR,HG03061,890,0
2895,1kg,MSL,AFR,HG03061,893,1
2896,1kg,MSL,AFR,HG03063,879,0
2897,1kg,MSL,AFR,HG03063,833,1
2898,1kg,MSL,AFR,HG03064,731,0
2899,1kg,MSL,AFR,HG03064,779,1
2900,1kg,MSL,AFR,HG03066,777,0
2901,1kg,MSL,AFR,HG03066,789,1
2902,1kg,MSL,AFR,HG03069,816,0
2903,1kg,MSL,AFR,HG03069,754,1
2904,1kg,MSL,AFR,HG03072,945,0
2905,1kg,MSL,AFR,HG03072,901,1
2906,1kg,MSL,AFR,HG03073,847,0
2907,1kg,MSL,AFR,HG03073,818,1
2908,1kg,MSL,AFR,HG03074,941,0
2909,1kg,MSL,AFR,HG03074,929,1
2910,1kg,MSL,AFR,HG03077,825,0
2911,1kg,MSL,AFR,HG03077,853,1
2912,1kg,MSL,AFR,HG03078,862,0
2913,1kg,MSL,AFR,HG03078,829,1
2914,1kg,MSL,AFR,HG03079,777,0
2915,1kg,MSL,AFR,HG03079,835,1
2916,1kg,MSL,AFR,HG03081,848,0
2917,1kg,MSL,AFR,HG03081,903,1
2918,1kg,MSL,AFR,HG03082,879,0
2919,1kg,MSL,AFR,HG03082,906,1
2920,1kg,MSL,AFR,HG03084,841,0
2921,1kg,MSL,AFR,HG03084,902,1
2922,1kg,MSL,AFR,HG03085,568,0
2923,1kg,MSL,AFR,HG03085,506,1
2924,1kg,MSL,AFR,HG03086,944,0
2925,1kg,MSL,AFR,HG03086,596,1
2926,1kg,MSL,AFR,HG03088,981,0
2927,1kg,MSL,AFR,HG03088,1013,1
2928,1kg,MSL,AFR,HG03091,711,0
2929,1kg,MSL,AFR,HG03091,798,1
2930,1kg,MSL,AFR,HG03095,710,0
2931,1kg,MSL,AFR,HG03095,889,1
2932,1kg,MSL,AFR,HG03096,796,0
2933,1kg,MSL,AFR,HG03096,892,1
2934,1kg,MSL,AFR,HG03097,966,0
2935,1kg,MSL,AFR,HG03097,689,1
2936,1kg,ESN,AFR,HG03099,760,0
2937,1kg,ESN,AFR,HG03099,689,1
2938,1kg,ESN,AFR,HG03100,670,0
2939,1kg,ESN,AFR,HG03100,785,1
2940,1kg,ESN,AFR,HG03103,583,0
2941,1kg,ESN,AFR,HG03103,701,1
2942,1kg,ESN,AFR,HG03105,742,0
2943,1kg,ESN,AFR,HG03105,548,1
2944,1kg,ESN,AFR,HG03108,568,0
2945,1kg,ESN,AFR,HG03108,622,1
2946,1kg,ESN,AFR,HG03109,669,0
2947,1kg,ESN,AFR,HG03109,660,1
2948,1kg,ESN,AFR,HG03111,589,0
2949,1kg,ESN,AFR,HG03111,739,1
2950,1kg,ESN,AFR,HG03112,593,0
2951,1kg,ESN,AFR,HG03112,681,1
2952,1kg,ESN,AFR,HG03114,627,0
2953,1kg,ESN,AFR,HG03114,686,1
2954,1kg,ESN,AFR,HG03115,600,0
2955,1kg,ESN,AFR,HG03115,692,1
2956,1kg,ESN,AFR,HG03117,742,0
2957,1kg,ESN,AFR,HG03117,714,1
2958,1kg,ESN,AFR,HG03118,717,0
2959,1kg,ESN,AFR,HG03118,605,1
2960,1kg,ESN,AFR,HG03120,796,0
2961,1kg,ESN,AFR,HG03120,626,1
2962,1kg,ESN,AFR,HG03121,710,0
2963,1kg,ESN,AFR,HG03121,663,1
2964,1kg,ESN,AFR,HG03123,626,0
2965,1kg,ESN,AFR,HG03123,690,1
2966,1kg,ESN,AFR,HG03124,613,0
2967,1kg,ESN,AFR,HG03124,751,1
2968,1kg,ESN,AFR,HG03126,691,0
2969,1kg,ESN,AFR,HG03126,737,1
2970,1kg,ESN,AFR,HG03127,659,0
2971,1kg,ESN,AFR,HG03127,627,1
2972,1kg,ESN,AFR,HG03129,577,0
2973,1kg,ESN,AFR,HG03129,714,1
2974,1kg,ESN,AFR,HG03130,613,0
2975,1kg,ESN,AFR,HG03130,683,1
2976,1kg,ESN,AFR,HG03132,610,0
2977,1kg,ESN,AFR,HG03132,669,1
2978,1kg,ESN,AFR,HG03133,475,0
2979,1kg,ESN,AFR,HG03133,622,1
2980,1kg,ESN,AFR,HG03135,656,0
2981,1kg,ESN,AFR,HG03135,655,1
2982,1kg,ESN,AFR,HG03136,675,0
2983,1kg,ESN,AFR,HG03136,721,1
2984,1kg,ESN,AFR,HG03139,639,0
2985,1kg,ESN,AFR,HG03139,577,1
2986,1kg,ESN,AFR,HG03157,679,0
2987,1kg,ESN,AFR,HG03157,635,1
2988,1kg,ESN,AFR,HG03159,750,0
2989,1kg,ESN,AFR,HG03159,669,1
2990,1kg,ESN,AFR,HG03160,648,0
2991,1kg,ESN,AFR,HG03160,902,1
2992,1kg,ESN,AFR,HG03162,725,0
2993,1kg,ESN,AFR,HG03162,705,1
2994,1kg,ESN,AFR,HG03163,624,0
2995,1kg,ESN,AFR,HG03163,636,1
2996,1kg,ESN,AFR,HG03166,686,0
2997,1kg,ESN,AFR,HG03166,620,1
2998,1kg,ESN,AFR,HG03168,741,0
2999,1kg,ESN,AFR,HG03168,663,1
3000,1kg,ESN,AFR,HG03169,710,0
3001,1kg,ESN,AFR,HG03169,757,1
3002,1kg,ESN,AFR,HG03172,587,0
3003,1kg,ESN,AFR,HG03172,694,1
3004,1kg,ESN,AFR,HG03175,473,0
3005,1kg,ESN,AFR,HG03175,716,1
3006,1kg,ESN,AFR,HG03189,644,0
3007,1kg,ESN,AFR,HG03189,624,1
3008,1kg,ESN,AFR,HG03190,716,0
3009,1kg,ESN,AFR,HG03190,561,1
3010,1kg,ESN,AFR,HG03193,605,0
3011,1kg,ESN,AFR,HG03193,579,1
3012,1kg,ESN,AFR,HG03195,797,0
3013,1kg,ESN,AFR,HG03195,667,1
3014,1kg,ESN,AFR,HG03196,620,0
3015,1kg,ESN,AFR,HG03196,563,1
3016,1kg,ESN,AFR,HG03198,656,0
3017,1kg,ESN,AFR,HG03198,612,1
3018,1kg,ESN,AFR,HG03199,579,0
3019,1kg,ESN,AFR,HG03199,687,1
3020,1kg,ESN,AFR,HG03202,669,0
3021,1kg,ESN,AFR,HG03202,734,1
3022,1kg,MSL,AFR,HG03209,752,0
3023,1kg,MSL,AFR,HG03209,876,1
3024,1kg,MSL,AFR,HG03212,830,0
3025,1kg,MSL,AFR,HG03212,913,1
3026,1kg,MSL,AFR,HG03224,870,0
3027,1kg,MSL,AFR,HG03224,881,1
3028,1kg,MSL,AFR,HG03225,807,0
3029,1kg,MSL,AFR,HG03225,908,1
3030,1kg,PJL,SAS,HG03228,624,0
3031,1kg,PJL,SAS,HG03228,449,1
3032,1kg,PJL,SAS,HG03229,400,0
3033,1kg,PJL,SAS,HG03229,662,1
3034,1kg,PJL,SAS,HG03234,712,0
3035,1kg,PJL,SAS,HG03234,671,1
3036,1kg,PJL,SAS,HG03235,648,0
3037,1kg,PJL,SAS,HG03235,736,1
3038,1kg,PJL,SAS,HG03237,714,0
3039,1kg,PJL,SAS,HG03237,725,1
3040,1kg,PJL,SAS,HG03238,647,0
3041,1kg,PJL,SAS,HG03238,706,1
3042,1kg,GWD,AFR,HG03240,810,0
3043,1kg,GWD,AFR,HG03240,691,1
3044,1kg,GWD,AFR,HG03241,901,0
3045,1kg,GWD,AFR,HG03241,783,1
3046,1kg,GWD,AFR,HG03246,809,0
3047,1kg,GWD,AFR,HG03246,770,1
3048,1kg,GWD,AFR,HG03247,721,0
3049,1kg,GWD,AFR,HG03247,840,1
3050,1kg,GWD,AFR,HG03258,732,0
3051,1kg,GWD,AFR,HG03258,720,1
3052,1kg,GWD,AFR,HG03259,814,0
3053,1kg,GWD,AFR,HG03259,801,1
3054,1kg,ESN,AFR,HG03265,754,0
3055,1kg,ESN,AFR,HG03265,681,1
3056,1kg,ESN,AFR,HG03267,609,0
3057,1kg,ESN,AFR,HG03267,612,1
3058,1kg,ESN,AFR,HG03268,642,0
3059,1kg,ESN,AFR,HG03268,736,1
3060,1kg,ESN,AFR,HG03270,834,0
3061,1kg,ESN,AFR,HG03270,690,1
3062,1kg,ESN,AFR,HG03271,736,0
3063,1kg,ESN,AFR,HG03271,606,1
3064,1kg,ESN,AFR,HG03279,671,0
3065,1kg,ESN,AFR,HG03279,667,1
3066,1kg,ESN,AFR,HG03280,605,0
3067,1kg,ESN,AFR,HG03280,510,1
3068,1kg,ESN,AFR,HG03291,665,0
3069,1kg,ESN,AFR,HG03291,592,1
3070,1kg,ESN,AFR,HG03294,698,0
3071,1kg,ESN,AFR,HG03294,688,1
3072,1kg,ESN,AFR,HG03295,618,0
3073,1kg,ESN,AFR,HG03295,659,1
3074,1kg,ESN,AFR,HG03297,607,0
3075,1kg,ESN,AFR,HG03297,627,1
3076,1kg,ESN,AFR,HG03298,573,0
3077,1kg,ESN,AFR,HG03298,722,1
3078,1kg,ESN,AFR,HG03300,548,0
3079,1kg,ESN,AFR,HG03300,515,1
3080,1kg,ESN,AFR,HG03301,515,0
3081,1kg,ESN,AFR,HG03301,388,1
3082,1kg,ESN,AFR,HG03303,618,0
3083,1kg,ESN,AFR,HG03303,648,1
3084,1kg,ESN,AFR,HG03304,622,0
3085,1kg,ESN,AFR,HG03304,471,1
3086,1kg,ESN,AFR,HG03311,684,0
3087,1kg,ESN,AFR,HG03311,505,1
3088,1kg,ESN,AFR,HG03313,717,0
3089,1kg,ESN,AFR,HG03313,689,1
3090,1kg,ESN,AFR,HG03342,607,0
3091,1kg,ESN,AFR,HG03342,605,1
3092,1kg,ESN,AFR,HG03343,559,0
3093,1kg,ESN,AFR,HG03343,763,1
3094,1kg,ESN,AFR,HG03351,718,0
3095,1kg,ESN,AFR,HG03351,787,1
3096,1kg,ESN,AFR,HG03352,445,0
3097,1kg,ESN,AFR,HG03352,516,1
3098,1kg,ESN,AFR,HG03354,657,0
3099,1kg,ESN,AFR,HG03354,646,1
3100,1kg,ESN,AFR,HG03363,773,0
3101,1kg,ESN,AFR,HG03363,753,1
3102,1kg,ESN,AFR,HG03366,347,0
3103,1kg,ESN,AFR,HG03366,719,1
3104,1kg,ESN,AFR,HG03367,762,0
3105,1kg,ESN,AFR,HG03367,603,1
3106,1kg,ESN,AFR,HG03369,819,0
3107,1kg,ESN,AFR,HG03369,747,1
3108,1kg,ESN,AFR,HG03370,552,0
3109,1kg,ESN,AFR,HG03370,337,1
3110,1kg,ESN,AFR,HG03372,561,0
3111,1kg,ESN,AFR,HG03372,666,1
3112,1kg,MSL,AFR,HG03376,710,0
3113,1kg,MSL,AFR,HG03376,893,1
3114,1kg,MSL,AFR,HG03378,944,0
3115,1kg,MSL,AFR,HG03378,999,1
3116,1kg,MSL,AFR,HG03380,910,0
3117,1kg,MSL,AFR,HG03380,793,1
3118,1kg,MSL,AFR,HG03382,747,0
3119,1kg,MSL,AFR,HG03382,838,1
3120,1kg,MSL,AFR,HG03385,695,0
3121,1kg,MSL,AFR,HG03385,893,1
3122,1kg,MSL,AFR,HG03388,897,0
3123,1kg,MSL,AFR,HG03388,875,1
3124,1kg,MSL,AFR,HG03391,827,0
3125,1kg,MSL,AFR,HG03391,822,1
3126,1kg,MSL,AFR,HG03394,828,0
3127,1kg,MSL,AFR,HG03394,906,1
3128,1kg,MSL,AFR,HG03397,786,0
3129,1kg,MSL,AFR,HG03397,730,1
3130,1kg,MSL,AFR,HG03401,993,0
3131,1kg,MSL,AFR,HG03401,927,1
3132,1kg,MSL,AFR,HG03410,787,0
3133,1kg,MSL,AFR,HG03410,687,1
3134,1kg,MSL,AFR,HG03419,821,0
3135,1kg,MSL,AFR,HG03419,924,1
3136,1kg,MSL,AFR,HG03428,730,0
3137,1kg,MSL,AFR,HG03428,673,1
3138,1kg,MSL,AFR,HG03432,923,0
3139,1kg,MSL,AFR,HG03432,941,1
3140,1kg,MSL,AFR,HG03433,867,0
3141,1kg,MSL,AFR,HG03433,883,1
3142,1kg,MSL,AFR,HG03436,862,0
3143,1kg,MSL,AFR,HG03436,724,1
3144,1kg,MSL,AFR,HG03437,818,0
3145,1kg,MSL,AFR,HG03437,802,1
3146,1kg,MSL,AFR,HG03439,673,0
3147,1kg,MSL,AFR,HG03439,773,1
3148,1kg,MSL,AFR,HG03442,778,0
3149,1kg,MSL,AFR,HG03442,818,1
3150,1kg,MSL,AFR,HG03445,847,0
3151,1kg,MSL,AFR,HG03445,1058,1
3152,1kg,MSL,AFR,HG03446,794,0
3153,1kg,MSL,AFR,HG03446,858,1
3154,1kg,MSL,AFR,HG03449,829,0
3155,1kg,MSL,AFR,HG03449,954,1
3156,1kg,MSL,AFR,HG03451,754,0
3157,1kg,MSL,AFR,HG03451,800,1
3158,1kg,MSL,AFR,HG03452,843,0
3159,1kg,MSL,AFR,HG03452,920,1
3160,1kg,MSL,AFR,HG03455,564,0
3161,1kg,MSL,AFR,HG03455,773,1
3162,1kg,MSL,AFR,HG03457,902,0
3163,1kg,MSL,AFR,HG03457,911,1
3164,1kg,MSL,AFR,HG03458,581,0
3165,1kg,MSL,AFR,HG03458,736,1
3166,1kg,MSL,AFR,HG03460,868,0
3167,1kg,MSL,AFR,HG03460,863,1
3168,1kg,MSL,AFR,HG03461,788,0
3169,1kg,MSL,AFR,HG03461,899,1
3170,1kg,MSL,AFR,HG03464,457,0
3171,1kg,MSL,AFR,HG03464,763,1
3172,1kg,MSL,AFR,HG03469,600,0
3173,1kg,MSL,AFR,HG03469,766,1
3174,1kg,MSL,AFR,HG03470,865,0
3175,1kg,MSL,AFR,HG03470,891,1
3176,1kg,MSL,AFR,HG03472,967,0
3177,1kg,MSL,AFR,HG03472,931,1
3178,1kg,MSL,AFR,HG03473,768,0
3179,1kg,MSL,AFR,HG03473,790,1
3180,1kg,MSL,AFR,HG03476,870,0
3181,1kg,MSL,AFR,HG03476,850,1
3182,1kg,MSL,AFR,HG03478,713,0
3183,1kg,MSL,AFR,HG03478,737,1
3184,1kg,MSL,AFR,HG03479,796,0
3185,1kg,MSL,AFR,HG03479,827,1
3186,1kg,MSL,AFR,HG03484,518,0
3187,1kg,MSL,AFR,HG03484,792,1
3188,1kg,MSL,AFR,HG03485,808,0
3189,1kg,MSL,AFR,HG03485,828,1
3190,1kg,PJL,SAS,HG03488,654,0
3191,1kg,PJL,SAS,HG03488,608,1
3192,1kg,PJL,SAS,HG03490,585,0
3193,1kg,PJL,SAS,HG03490,607,1
3194,1kg,PJL,SAS,HG03491,560,0
3195,1kg,PJL,SAS,HG03491,604,1
3196,1kg,ESN,AFR,HG03499,667,0
3197,1kg,ESN,AFR,HG03499,700,1
3198,1kg,ESN,AFR,HG03511,622,0
3199,1kg,ESN,AFR,HG03511,687,1
3200,1kg,ESN,AFR,HG03514,593,0
3201,1kg,ESN,AFR,HG03514,700,1
3202,1kg,ESN,AFR,HG03515,533,0
3203,1kg,ESN,AFR,HG03515,683,1
3204,1kg,ESN,AFR,HG03517,647,0
3205,1kg,ESN,AFR,HG03517,702,1
3206,1kg,ESN,AFR,HG03518,856,0
3207,1kg,ESN,AFR,HG03518,720,1
3208,1kg,ESN,AFR,HG03520,736,0
3209,1kg,ESN,AFR,HG03520,675,1
3210,1kg,ESN,AFR,HG03521,731,0
3211,1kg,ESN,AFR,HG03521,639,1
3212,1kg,GWD,AFR,HG03538,806,0
3213,1kg,GWD,AFR,HG03538,716,1
3214,1kg,GWD,AFR,HG03539,900,0
3215,1kg,GWD,AFR,HG03539,912,1
3216,1kg,MSL,AFR,HG03547,727,0
3217,1kg,MSL,AFR,HG03547,705,1
3218,1kg,MSL,AFR,HG03548,911,0
3219,1kg,MSL,AFR,HG03548,922,1
3220,1kg,MSL,AFR,HG03556,540,0
3221,1kg,MSL,AFR,HG03556,725,1
3222,1kg,MSL,AFR,HG03557,755,0
3223,1kg,MSL,AFR,HG03557,669,1
3224,1kg,MSL,AFR,HG03558,855,0
3225,1kg,MSL,AFR,HG03558,862,1
3226,1kg,MSL,AFR,HG03559,876,0
3227,1kg,MSL,AFR,HG03559,909,1
3228,1kg,MSL,AFR,HG03563,750,0
3229,1kg,MSL,AFR,HG03563,865,1
3230,1kg,MSL,AFR,HG03565,999,0
3231,1kg,MSL,AFR,HG03565,867,1
3232,1kg,MSL,AFR,HG03567,874,0
3233,1kg,MSL,AFR,HG03567,891,1
3234,1kg,MSL,AFR,HG03571,801,0
3235,1kg,MSL,AFR,HG03571,818,1
3236,1kg,MSL,AFR,HG03572,867,0
3237,1kg,MSL,AFR,HG03572,749,1
3238,1kg,MSL,AFR,HG03575,823,0
3239,1kg,MSL,AFR,HG03575,880,1
3240,1kg,MSL,AFR,HG03577,805,0
3241,1kg,MSL,AFR,HG03577,889,1
3242,1kg,MSL,AFR,HG03578,747,0
3243,1kg,MSL,AFR,HG03578,781,1
3244,1kg,MSL,AFR,HG03583,918,0
3245,1kg,MSL,AFR,HG03583,837,1
3246,1kg,BEB,SAS,HG03585,683,0
3247,1kg,BEB,SAS,HG03585,672,1
3248,1kg,BEB,SAS,HG03589,723,0
3249,1kg,BEB,SAS,HG03589,691,1
3250,1kg,BEB,SAS,HG03593,767,0
3251,1kg,BEB,SAS,HG03593,747,1
3252,1kg,BEB,SAS,HG03594,746,0
3253,1kg,BEB,SAS,HG03594,697,1
3254,1kg,BEB,SAS,HG03595,680,0
3255,1kg,BEB,SAS,HG03595,680,1
3256,1kg,BEB,SAS,HG03598,713,0
3257,1kg,BEB,SAS,HG03598,767,1
3258,1kg,BEB,SAS,HG03600,686,0
3259,1kg,BEB,SAS,HG03600,707,1
3260,1kg,BEB,SAS,HG03603,740,0
3261,1kg,BEB,SAS,HG03603,752,1
3262,1kg,BEB,SAS,HG03604,764,0
3263,1kg,BEB,SAS,HG03604,746,1
3264,1kg,BEB,SAS,HG03607,780,0
3265,1kg,BEB,SAS,HG03607,798,1
3266,1kg,BEB,SAS,HG03611,760,0
3267,1kg,BEB,SAS,HG03611,745,1
3268,1kg,BEB,SAS,HG03615,642,0
3269,1kg,BEB,SAS,HG03615,704,1
3270,1kg,BEB,SAS,HG03616,724,0
3271,1kg,BEB,SAS,HG03616,764,1
3272,1kg,PJL,SAS,HG03619,691,0
3273,1kg,PJL,SAS,HG03619,658,1
3274,1kg,PJL,SAS,HG03624,750,0
3275,1kg,PJL,SAS,HG03624,741,1
3276,1kg,PJL,SAS,HG03625,690,0
3277,1kg,PJL,SAS,HG03625,685,1
3278,1kg,PJL,SAS,HG03629,666,0
3279,1kg,PJL,SAS,HG03629,726,1
3280,1kg,PJL,SAS,HG03631,735,0
3281,1kg,PJL,SAS,HG03631,696,1
3282,1kg,PJL,SAS,HG03634,695,0
3283,1kg,PJL,SAS,HG03634,734,1
3284,1kg,PJL,SAS,HG03636,718,0
3285,1kg,PJL,SAS,HG03636,807,1
3286,1kg,PJL,SAS,HG03640,616,0
3287,1kg,PJL,SAS,HG03640,560,1
3288,1kg,STU,SAS,HG03642,816,0
3289,1kg,STU,SAS,HG03642,833,1
3290,1kg,STU,SAS,HG03643,614,0
3291,1kg,STU,SAS,HG03643,738,1
3292,1kg,STU,SAS,HG03644,618,0
3293,1kg,STU,SAS,HG03644,708,1
3294,1kg,STU,SAS,HG03645,711,0
3295,1kg,STU,SAS,HG03645,591,1
3296,1kg,STU,SAS,HG03646,742,0
3297,1kg,STU,SAS,HG03646,721,1
3298,1kg,PJL,SAS,HG03649,850,0
3299,1kg,PJL,SAS,HG03649,821,1
3300,1kg,PJL,SAS,HG03652,787,0
3301,1kg,PJL,SAS,HG03652,759,1
3302,1kg,PJL,SAS,HG03653,725,0
3303,1kg,PJL,SAS,HG03653,725,1
3304,1kg,PJL,SAS,HG03660,535,0
3305,1kg,PJL,SAS,HG03660,584,1
3306,1kg,PJL,SAS,HG03663,542,0
3307,1kg,PJL,SAS,HG03663,592,1
3308,1kg,PJL,SAS,HG03667,740,0
3309,1kg,PJL,SAS,HG03667,737,1
3310,1kg,PJL,SAS,HG03668,664,0
3311,1kg,PJL,SAS,HG03668,748,1
3312,1kg,STU,SAS,HG03672,668,0
3313,1kg,STU,SAS,HG03672,685,1
3314,1kg,STU,SAS,HG03673,733,0
